High Priority Execution Time
11418, 18125, 18373, 18132, 17342, 17594, 17446, 17171, 18559, 18544
17312, 12669, 13105, 12909, 13575, 12099, 12772, 12849, 20173, 19707
7010, 7839, 27724, 20602, 18997, 18478, 21787, 21915, 25177, 23738
21030, 19480, 18914, 19333, 18674, 19523, 18775, 21379, 21317, 21842
23293, 19547, 17931, 18546, 16867, 16619, 17545, 17767, 19090, 20358
12780, 16787, 11102, 10426, 10696, 9942, 9418, 8981, 17822, 18428
6855, 10051, 21433, 17935, 17864, 17572, 18965, 18807, 19231, 18968
18857, 19752, 16859, 17531, 17024, 16784, 17306, 16984, 18939, 19212
9698, 14094, 12374, 11535, 11942, 11130, 18075, 18407, 19095, 18716
9597, 18267, 21108, 17408, 17593, 17361, 16750, 17149, 18777, 18055
17969, 18862, 12246, 10679, 11285, 11433, 11190, 10947, 21670, 20775
21607, 18871, 19628, 19311, 19077, 18596, 18970, 18748, 18898, 19533
