Low Priority WRET
19677, 10406, 13678, 6033, 9456, 9619, 11888, 14178, 13913, 15268, 14806, 16075, 11697, 13014, 15799, 15584, 12366, 13609, 16549, 16711, 21423, 9032, 12457, 12425, 10877, 10942, 10942, 7866, 7792, 7900, 7900, 11240, 14382, 12777, 12942, 12962, 12962, 12962, 11935, 12259, 12309, 12319, 10741, 10741, 10796, 10798, 10864, 15683, 9734, 9852, 10605, 10957, 11052, 10963, 12882, 7584, 7654, 7842, 15212, 15667, 14724, 13854, 15417, 15233, 13996, 15190, 15572, 10838, 10967, 11182, 11187, 12052, 12052, 18032, 12390, 13006, 13250, 12347, 14990, 14058, 15721, 15433, 16399, 11107, 15261, 13004, 13288, 13293, 13470, 13527, 12640, 12497, 12492, 12509, 12423, 12309, 12256, 12580, 15809, 15704, 12534, 17798, 15343, 16313, 16313, 14499, 16608, 15510, 14181, 14332, 14446, 14446, 14682, 12772, 17246, 12740, 13725, 19478, 10768, 11185, 11369, 11599, 11601, 12576, 12994, 12994, 11090, 14740, 13245, 13372, 10169, 10746, 11345, 11499, 11707, 11804, 11882, 12251, 12160, 12595, 14515, 18340, 9824, 13556, 8102, 8234, 10006, 13997, 8733, 9854, 10989, 15470, 9773, 9957, 10765, 11466, 11413, 11056, 9943, 9589, 11297, 16126, 10332, 10991, 12281, 12281, 12139, 11995, 8463
18492, 18151, 18297, 18507, 13008, 14249, 14349, 16438, 18441, 17822, 12420, 13012, 13103, 13452, 13514, 18591, 15840, 14523, 17295, 13410, 13971, 16286, 17263, 18555, 17628, 19261, 12348, 11272, 12005, 12259, 12721, 12812, 12053, 12579, 12858, 14540, 11051, 13409, 13506, 13665, 14156, 14445, 14683, 14817, 16030, 11074, 12155, 14504, 13097, 14825, 15466, 22932, 
