Low Priority WRET
6290, 6536, 6828, 7512, 6538, 6762, 6861, 7017, 6152, 6419, 6484, 6484, 7036, 6469, 6690, 13417, 7485, 6925, 7035, 7397, 6558, 6863, 6650, 7379, 6701, 7051, 7251, 7437, 7624, 7347, 7271, 7267, 7206, 7030, 6677, 6685, 6683, 6653, 6864, 6664, 6985, 6154, 6638, 6712, 6694, 6288, 6438, 7192, 6288, 7620, 6781, 6410, 6513, 6908, 7135, 7158, 7287, 
