Low Priority WRET
9939, 14865, 13662, 14614, 9985, 13797, 11740, 12313, 11250
10025, 14869, 6168, 10370, 9724, 11628, 11965, 12217, 12197, 12058, 11976, 11969
13694, 12631, 12504, 11591, 11918
12336, 12556, 13058, 13095, 12756, 12891, 13219, 11614, 11865, 12224
11820, 12396, 12169, 12263, 12980, 13292, 12686, 12750, 12935, 12948, 13070, 13111, 13175, 13689, 13689, 11942, 11607, 12800, 12981, 
