High Priority Response Time
49422, 55123, 56768, 53540, 56698, 55309, 54697, 55405, 55217, 56413
35112, 38507, 41029, 37146, 39974, 36226, 36188, 39893, 37924, 36177
48160, 53714, 55416, 52002, 55132, 53753, 53184, 53852, 53715, 54997
41644, 44458, 45764, 43175, 45882, 41109, 39829, 45695, 42758, 39718
48521, 54243, 55871, 52640, 55808, 54417, 53792, 54499, 54315, 55544
21427, 27033, 29616, 26252, 28086, 24313, 24158, 28681, 26010, 24109
50643, 56877, 57959, 55397, 58386, 57036, 56553, 56711, 57047, 58185
26040, 22778, 26814, 26130, 24837, 25731, 24369, 25796, 24053, 25292
7503, 14916, 16765, 16497, 19355, 15224, 14238, 14592, 18759, 18509
32890, 36279, 38792, 34911, 37742, 34008, 33956, 37668, 35694, 33955
44498, 50047, 51751, 48338, 51449, 50082, 49512, 50182, 50043, 51357
21542, 20392, 21334, 20647, 21387, 20247, 21004, 20314, 22671, 22102
