High Priority Execution Time
8821, 12042, 13105, 11654, 12047, 12013, 11542, 11547, 11566, 11847
12089, 12300, 12294, 12216, 12281, 12190, 12221, 11989, 11996, 12185
9518, 12228, 12163, 11785, 11725, 11730, 11664, 11603, 11830, 11812
13263, 11838, 11655, 11576, 11632, 11362, 11616, 11629, 11505, 11430
10211, 11835, 11824, 11671, 11966, 11777, 11767, 12073, 11852, 12015
7150, 11758, 11692, 11612, 11697, 11607, 11689, 11761, 11777, 11637
12029, 12899, 12043, 11695, 12522, 12023, 11551, 11854, 11547, 11982
12130, 11439, 11620, 11682, 11715, 11490, 11180, 11187, 11597, 11628
7279, 11982, 11298, 11301, 11398, 11444, 11235, 11149, 11634, 11650
10291, 11912, 11830, 11631, 11939, 11895, 11759, 11935, 11666, 11943
13112, 12061, 12018, 11934, 12025, 11739, 11862, 11905, 11975, 12071
12505, 11653, 11850, 11748, 11464, 11382, 11322, 11397, 11583, 11510
