High Priority Execution Time
10853, 10868, 11071, 11195, 11083, 11321, 10558, 11473, 10860, 11376, 11424, 11360, 10509, 10607, 10554, 10552, 11157, 11019, 11250, 11126, 11253, 10544, 10367, 10434, 10414, 10442, 10359, 10641, 10597, 10642, 10696, 10778, 10699, 10715, 10684, 10725, 10899, 10726, 10236
10710, 10322, 10353, 10397, 10317, 10592, 10592, 10647, 10618, 10513, 10645, 10522, 10661, 10622, 10756, 10658, 10636, 10788, 10806, 10710, 10754, 10826, 10974, 10973, 10611, 10803, 10562, 10615, 10762, 10551, 10759, 10870, 11069, 11001, 11037, 10605, 10809, 10600, 10543
11274, 11261, 10896, 11182, 11200, 11179, 10992, 11060, 11287, 10783, 10855, 10852, 10910, 10934, 11121, 11130, 10966, 11044, 11187, 11012, 11189, 10819, 10987, 11086, 10922, 10928, 10838, 11076, 10983, 10878, 10937, 10967, 11245, 10935, 10962, 11127, 10971, 10839, 10722
8909, 10937, 10862, 10674, 10607, 10814, 10759, 10764, 10803, 10700, 10803, 10696, 10665, 10859, 10819, 10891, 10876, 10893, 10903, 10874, 10960, 10893, 10910, 10880, 10872, 10889, 10713, 10857, 10888, 10929, 10863, 10848, 10892, 10918, 10816, 10873, 10943, 11484, 11038
8350, 10914, 10710, 10782, 10867, 10947, 6248, 6038, 10849, 10840, 10795, 10861, 10811, 10827, 11024, 10864, 10878, 10945, 10890, 10903, 10808, 10847, 11178, 10809, 10821, 10806, 10794, 10859, 10882, 10468, 10852, 10861, 10924, 10824, 10909, 10839, 11009, 10873, 10837
11711, 11296, 11309, 11262, 11210, 11017, 11300, 11352, 11140, 11105, 11462, 11003, 11493, 10974, 11261, 11393, 11309, 11314, 11393, 11187, 11522, 11085, 11338, 11511, 11310, 11157, 11289, 11163, 11203, 11158, 11138, 11123, 11443, 11372, 11118, 11129, 11453, 11337
6968, 11043, 10677, 10699, 10706, 10767, 10697, 10678, 10752, 10756, 11082, 10701, 10784, 10743, 10700, 10822, 10779, 10752, 10721, 10748, 10717, 10779, 10726, 10750, 10783, 10749, 10736, 10719, 10698, 10723, 10710, 10650, 10820, 10831, 10806, 10792, 10751, 10751, 10767
11408, 11026, 11202, 11019, 10784, 11008, 10980, 10754, 10915, 11077, 10875, 10945, 10793, 10854, 10952, 11000, 11176, 11163, 11177, 11062, 11158, 11222, 11576, 11467, 11141, 11456, 10904, 11462, 11808, 11008, 10767, 10741, 10731, 10693, 10729, 10752, 10729, 10603, 10748
6647, 10345, 10856, 10631, 10610, 10740, 10706, 10780, 10804, 10771, 10782, 10729, 10831, 10838, 10766, 10826, 10853, 10867, 10836, 10822, 10858, 10850, 10845, 10857, 10847, 10786, 10775, 10719, 10790, 10799, 10749, 10732, 10896, 10856, 10820, 10856, 10897, 10863, 10896
9170, 10860, 11074, 11328, 11242, 10982, 10859, 10867, 10927, 10871, 11011, 10815, 10864, 10884, 11131, 10956, 11156, 11095, 11091, 11027, 11071, 11154, 11095, 11106, 11075, 10971, 11271, 11063, 10841, 10781, 11664, 11455, 11571, 11689, 10892, 11299, 11738, 11760, 11101
10242, 11184, 10961, 10737, 10794, 10526, 10664, 10753, 10610, 10663, 10684, 10669, 10977, 10697, 10676, 10712, 10712, 10722, 10722, 10682, 10699, 10973, 11257, 11003, 11404, 11280, 11321, 10889, 11007, 11259, 10870, 11380, 10858, 11071, 10997, 11314, 10918, 11132, 10641
11665, 10903, 10902, 12042, 10793, 10374, 11194, 11310, 10830, 10786, 10854, 10842, 5968, 11173, 10666, 10842, 10803, 10833, 10892, 10905, 11007, 6176, 10851, 10907, 11084, 10971, 10953, 10906, 8746, 11510, 14711, 11163, 10909, 10939, 10775, 10864, 10906, 10999
