Low Priority WRET
11785, 13319, 13403, 20202, 20202, 20198, 20198, 20162, 17820, 20584, 23509, 21891, 15668, 16072, 16450, 17120, 17796, 17796, 17668, 18151, 17777, 17175, 17835, 17953, 19179, 20675, 15447, 16366, 17013, 17107, 17702, 17451, 18020, 18085, 18366, 18868, 18440, 18481, 17915, 17572, 18006, 18807, 18925, 19394, 19394, 19449, 18384, 18687, 18113, 19907, 20269, 20282, 19630, 19965, 19383, 17356, 17546, 17580, 19593, 19712, 20451, 20366, 20603, 21027, 21167, 21205, 21010, 20793, 20743
18919, 19309, 20241, 20410, 20799, 19123, 15309, 18015, 18579, 21825, 13598, 18357, 19884, 20300, 21017, 24232, 13362, 14836, 17032, 18501, 18577, 18577, 18631, 20255, 21748, 19029, 20245, 20331, 25503, 13299, 14725, 18353, 20178, 22040, 18588, 19839, 20357, 20406, 21193, 19693, 19704, 19748, 19700, 18546, 19869, 20460, 18518, 17818, 18040, 18485, 19805, 20226, 20052, 21239, 21952, 21203, 20778, 21040, 20670, 20930, 20962, 20616, 20870, 20452, 21347, 21527, 22592, 21241, 21232, 21481, 23771, 22903, 22815, 19563, 24180, 25706, 26148, 22729, 21998, 20731, 22745, 22931, 25282, 20244, 29937, 17869, 18878, 19315, 19315, 17652, 17628, 18205, 18218, 18303, 16161, 15163, 15410, 14306, 14284, 13308, 12968, 13435, 14253, 14697, 17063, 19610, 19698, 19503, 19487, 19248, 19011, 18903, 19056, 19014, 16241, 15214, 13857, 14352, 14292, 14203, 15646, 14894, 15662, 16911, 16963, 17069, 17079, 16337, 17690, 17698, 17630, 17630, 17581, 16270, 16289, 19442, 24603, 12326, 17361, 18798, 20610, 20610, 20880, 20202, 20098, 17314, 17407, 21313, 21139, 21654, 21654, 21631, 17259, 18513, 18527, 19149, 19292, 19238, 18837, 18250, 15741, 15148, 14940, 14894, 14820, 13425, 14906, 15636, 15975, 17629, 17723, 17291, 17258, 16082, 15568, 16540, 16927, 18279, 18704, 20012, 20040, 20277
23307, 
