Low Priority WRET
10179, 11490, 10116, 13008, 11945, 16696, 11526, 14705, 16038, 11180, 12153, 14633, 14679, 14679, 13168, 13210, 11138, 11437, 11721, 11716, 16099, 19329, 12295, 15620, 14158, 16659, 17593, 17883, 17883, 15401, 15499, 14814, 13830, 13003, 13182, 13496, 12369, 12502, 15021, 16858, 18950, 20885, 22752, 22814, 10740, 14030, 15683, 14642, 13352, 16541, 16576, 12380, 14355, 21390, 14705, 18062, 18150
16467, 18393, 17923, 14896, 14964, 16106, 17728, 19968, 12110, 17803, 22410, 12966, 14567, 16326, 15139, 17044, 20393, 20357, 23297, 13906, 17313, 17330, 18129, 18214, 20140, 25788, 12630, 12822, 11484, 10710, 13238, 16996, 19607, 15734, 23815, 14902, 20179, 18498, 18498, 23005, 11369, 16043, 16305, 11345, 11637, 11148, 11220, 11326, 11833, 12448, 12437, 12726, 11017, 13823, 11584, 14435, 11329, 13390, 15568, 12058, 17844, 10539, 12803, 15849, 16425, 10645, 10891, 12198, 12121, 9920, 11190, 9402, 9971, 14158, 15162, 19027, 19653, 12762, 9457, 11190, 11777, 11781, 16285, 16685, 16703
11710, 11869, 18485, 18639, 18971, 16329, 14777, 12716, 16658, 10941, 13230, 22038, 13099, 14710, 18448, 18062, 15242, 22010, 22056, 19129, 22182, 22316, 23601, 22672, 15355, 14792, 14033, 15707, 17289, 16756, 17882, 18930, 18517, 21016, 12045, 13616, 25281, 12056, 12577, 15922, 16063, 14658, 9925, 10325, 11902, 13304, 13304, 13766, 16867, 8930, 16958, 20684, 20684, 20684, 9019, 10920, 15407, 10753, 12484, 9866, 13900, 13762, 14603, 15541, 13596
9364, 18637, 19175, 20609, 23186, 24304, 11836, 16017, 27867, 
