Low Priority Execution Time
10179, 10441, 10116, 12669, 11945, 14793, 11526, 13781, 12574, 11180, 10864, 14571, 12656, 10356, 9499, 9430, 10943, 10821, 9826, 10493, 15665, 18199, 12295, 14764, 14158, 13219, 13344, 13823, 12314, 12300, 10921, 10514, 12201, 9803, 11512, 10731, 11196, 10615, 14231, 16137, 18120, 18582, 17479, 17346, 10740, 13850, 14553, 10026, 12945, 15145, 11186, 12380, 14135, 21067, 14705, 17576, 12580
16467, 14477, 17923, 14896, 14050, 14697, 16460, 19765, 12110, 17202, 22410, 12966, 14096, 14885, 11442, 16965, 20023, 13992, 18011, 13906, 17313, 12754, 16076, 17220, 15150, 25788, 12630, 10879, 10577, 10710, 13238, 16353, 19607, 15734, 22416, 14902, 18769, 18498, 9960, 20113, 11369, 16043, 16305, 11345, 10935, 9247, 10150, 9886, 11160, 11495, 9705, 10746, 10232, 13823, 11584, 14435, 11329, 12683, 13880, 12058, 17491, 10539, 12607, 15544, 16119, 10645, 10131, 12082, 9221, 9734, 10659, 9402, 9707, 14131, 14167, 18499, 13850, 12762, 9457, 11132, 10026, 9224, 16285, 12535, 12310
11710, 10144, 18485, 11092, 12738, 14502, 10919, 12716, 15240, 10941, 12937, 21465, 13099, 12210, 17790, 18062, 15242, 21408, 15536, 18987, 20263, 16990, 21008, 16960, 15355, 14792, 14033, 14159, 14731, 11818, 13800, 16410, 11619, 18195, 12045, 13548, 25257, 12056, 10739, 14855, 9764, 14658, 9925, 10325, 11042, 12648, 9763, 12546, 16129, 8930, 16958, 19683, 10489, 11224, 9019, 10738, 15263, 10753, 12002, 9866, 13510, 13762, 9919, 12779, 7624
9364, 18534, 14544, 20609, 21534, 21822, 11836, 14952, 27504, 
