Low Priority WRET
12177, 16552, 17465, 12309, 13449, 14136, 13049, 13247, 13875, 12805, 15703, 13596, 13730, 14738, 14007, 14943, 12985, 15133, 14858, 13802, 13430, 12036
8558, 16560, 18366, 16358, 16676, 16343, 16562, 14441, 16922, 14174, 17896, 13978, 14284, 15560, 13821, 14524, 17535, 17137, 14011, 15176, 14155, 15086, 14755, 13114, 13429, 17674, 15735, 16582, 16586, 16060, 16889, 17040, 13747, 15983, 17406, 15154, 16375, 12616
8296, 13575, 13688, 14246, 14627, 15241, 13945, 13857, 14115, 13844, 14173, 14007, 12413
