Low Priority WRET
13090, 10954, 11344, 12075, 12121, 12253, 11837, 11601, 11881, 12572, 12582, 12184, 12254, 11891, 12378, 11802, 12270, 11609, 12324, 12208, 11861, 12511, 11812, 11906, 12131, 11696, 12631, 12635, 12776, 11659, 12467, 12666, 12407, 12353, 11990, 11607, 12345, 12208, 11850
11308, 11402, 12308, 12402, 12550, 12255, 11638, 11975, 12340, 12063, 11518, 11490, 12292, 11900, 11688, 11924, 11995, 12269, 12248, 12329, 12668, 12317, 12211, 12310, 11887, 11980, 11706, 10669, 11375, 11455, 12047, 12296, 11511, 12323, 12407, 12555, 12592, 11896, 12349, 12284, 12072, 11884, 12314, 12296, 12293, 12525, 12675, 12679, 12691, 12629, 11567, 11954, 12049, 11741, 12027, 12673, 11748, 13025, 13140, 12643, 13131, 12186, 12623, 12884, 13128, 13266
