High Priority WRET
9346, 13426, 17195, 18579, 18979, 19507, 18590, 18114, 17885, 18540
17344, 24315, 24896, 25528, 25688, 25960, 25765, 24414, 27070, 26243
9449, 9812, 16675, 18688, 19064, 19597, 18724, 18317, 18283, 18958
19752, 20443, 20768, 19468, 19331, 24439, 24860, 25237, 23736, 25001
18096, 22712, 23228, 21688, 21800, 22033, 21346, 20679, 18509, 18907
10380, 12539, 18713, 19518, 22555, 22061, 21806, 20193, 21124, 21292
25509, 25554, 25621, 20201, 20394, 20206, 20157, 19820, 20112, 24067
6431, 6865, 16903, 19109, 20446, 21126, 20192, 19980, 18993, 22377
31182, 31678, 31678, 22382, 21100, 21313, 21352, 23360, 28290, 28290
8552, 13512, 17832, 23996, 25308, 25260, 23456, 23331, 23343, 26412
16890, 21374, 21443, 20679, 19370, 19586, 19894, 19972, 19694, 19880
6315, 11680, 17561, 17645, 17710, 18595, 18572, 18602, 14336, 18798
