Low Priority WRET
10322, 5503, 7169, 7382, 8122, 8150, 7362, 6287, 6947, 8034, 8034, 8061, 5332, 7148, 7745, 7763, 5603, 6593, 7471, 7884, 7819, 7338, 6623, 7520, 7742, 7452, 6979, 6587, 7598, 7881, 7970, 8321, 7318, 7604, 6726, 6856, 6482, 7326, 7576, 7260, 7217, 6813, 6902, 7010, 6810, 6991, 6989, 7070, 7259, 6446, 7010, 6798, 6814, 7438, 7537, 7537, 7801, 6956, 6919, 6557, 7869, 8075, 8095, 7954, 6386, 7524, 7524, 7814, 8055, 7557, 8627, 7625
7385, 8967, 9590, 8089, 8189, 8734, 9972, 9730, 8186, 8017, 8474, 8147, 8687, 8529, 9519, 9481, 6706, 8288, 8777, 8999, 9484, 9511, 6441, 10345, 12408, 
