Low Priority WRET
10944, 11053, 24249, 9145, 19970, 6324, 18896, 9789, 10237, 13286, 13484, 14290, 13695, 8926, 9912, 17875, 9093, 12528, 12734, 9445, 9136, 13362, 13900, 9775, 10386, 18426, 21783, 13884, 19710, 14741, 14996, 14996, 13883, 23875, 10851, 23442, 11208, 25758, 
