High Priority Execution Time
2352, 2542, 9830, 9378, 8710, 5373, 7972, 9585, 8528, 6167, 6914, 10869, 8660, 5258, 6286, 9177, 11320, 7455, 7038, 9167, 10271, 10660, 6606, 7684, 9911, 9235, 5667, 6427, 7417, 10299, 6772, 6121, 8052, 9673, 9569, 6032, 6897, 7045, 9478, 9537, 6038, 7825, 10184, 7261, 6344, 8129, 9143, 8500, 7072, 8306, 9446, 9492, 9684, 8122, 9421, 9902, 9490, 8358, 9132, 7752, 9040, 8372, 10210, 10414, 5673, 7665, 9886, 8808, 8447, 9358, 8769, 10787, 5423, 5175, 8372, 10583, 8723, 7585, 9121, 10267, 10116, 7959, 8622, 10574, 10413, 5481, 6072, 10834, 10120, 7150, 7983, 9089, 10869, 8656, 9796, 10000, 6917, 7066, 10771, 10370, 5808, 5855, 8605, 10378, 11087, 8876, 8863, 8559, 9122, 8849, 10579, 8905, 8565, 9492, 9388, 8041, 7205, 11089, 7858, 8700, 8485, 11605, 8442, 8459, 7354, 11019, 7568, 8282, 8434, 11624, 6556, 9411, 8812, 11145, 8900, 8283, 7304, 10097, 9094, 7527, 7947, 8924, 10654, 5767, 5748, 9554, 10753, 9322, 5179, 9300
1659, 2055, 10453, 10585, 10064, 7237, 5665, 9956, 8006, 7826, 3516, 10223, 10370, 4594, 4732, 8676, 10729, 8464, 3273, 4148, 10292, 9430, 4862, 4854, 9131, 9916, 6916, 5241, 7027, 9816, 5378, 3171, 4974, 10209, 9936, 5804, 3564, 5968, 11027, 9946, 4849, 6078, 9681, 9010, 4360, 4315, 10167, 9361, 6241, 6523, 10078, 8298, 8065, 6240, 7957, 9865, 9850, 6957, 7426, 8364, 9360, 6368, 6686, 9280, 5798, 4819, 10970, 9087, 8053, 8765, 5262, 11136, 6397, 2968, 3225, 10814, 8404, 6234, 3995, 11243, 8728, 3096, 3576, 10213, 11199, 3406, 3053, 9243, 10076, 5782, 3982, 7255, 9934, 7778, 7724, 9769, 4616, 3316, 9329, 10261, 5446, 3239, 5919, 10656, 11602, 5582, 3049, 9348, 10227, 8448, 10115, 9361, 6315, 8872, 9596, 6938, 6607, 10608, 7076, 3569, 6583, 11551, 7286, 3105, 3468, 10541, 7760, 3639, 3353, 11111, 5717, 3441, 3361, 10746, 8051, 3220, 3118, 10598, 9155, 6394, 5747, 7665, 11239, 5054, 3487, 7889, 9590, 8724, 5433, 5363
6228, 7363, 10329, 8164, 5659, 5213, 9899, 7612, 6634, 2639, 10013, 9721, 3108, 3602, 9861, 10181, 7916, 3043, 3683, 9846, 10066, 4322, 5005, 9579, 11242, 4841, 4466, 6726, 9899, 4365, 3840, 4930, 10603, 9993, 3525, 2954, 5219, 10527, 9316, 3706, 5599, 9394, 8755, 4275, 3519, 9864, 10099, 6290, 8358, 10160, 9247, 6056, 4379, 8536, 7470, 10604, 5343, 7218, 8102, 9107, 5409, 9991, 8847, 3124, 4431, 9888, 8803, 5207, 7613, 4825, 11426, 3485, 3166, 3565, 9661, 8656, 4708, 3037, 10125, 8103, 3269, 4013, 9799, 9977, 2489, 2526, 8715, 10244, 4773, 2770, 8440, 10640, 7087, 6944, 10032, 3118, 2959, 8452, 10039, 3177, 3191, 4919, 10140, 9358, 3337, 3426, 8398, 7442, 7926, 8839, 8755, 4823, 9611, 8940, 6682, 7426, 10435, 5021, 3510, 7485, 10663, 5629, 3157, 2709, 9558, 5855, 3629, 3703, 10788, 4576, 3418, 3614, 9935, 6745, 3279, 3316, 9734, 8808, 6033, 4195, 6218, 9605, 3091, 3028, 8133, 11265, 9778, 2886, 2789, 8259
9262, 5613, 7587, 9456, 8235, 3917, 8632, 9410, 9876, 4161, 9424, 9982, 4553, 3984, 6695, 10184, 10298, 3924, 4251, 10301, 9448, 8280, 4375, 8706, 10205, 9481, 4868, 7547, 11196, 9731, 4673, 4484, 9396, 8786, 9470, 5674, 6439, 9203, 10143, 8026, 6052, 8163, 9881, 6949, 6358, 9710, 9249, 7514, 7571, 8722, 9356, 9799, 9107, 8443, 9007, 9734, 9459, 9106, 9720, 9476, 9676, 6299, 10279, 8368, 5643, 9362, 9450, 10026, 10780, 5288, 10093, 9742, 4454, 4174, 9916, 9127, 9111, 4681, 10727, 11163, 4268, 5549, 7328, 11173, 7346, 5002, 5875, 10536, 10153, 4473, 3809, 9708, 9647, 8254, 9722, 7904, 6532, 9041, 10447, 8875, 4046, 4325, 9097, 10103, 8539, 4710, 9551, 9363, 9207, 10198, 9864, 9248, 8802, 8886, 10224, 5571, 7135, 10176, 5327, 8363, 9170, 10531, 5973, 5046, 9784, 10784, 7643, 4404, 10445, 9803, 3612, 7977, 10514, 10872, 4795, 4274, 9108, 9611, 9225, 8306, 8992, 11071, 8097, 3573, 4694, 9967, 10104, 6073, 4447, 10133
11778, 7304, 9418, 9951, 8839, 6256, 10352, 8726, 10134, 4238, 8936, 10927, 4994, 3770, 9531, 10685, 9910, 3916, 5803, 11867, 8679, 6464, 3000, 8414, 9798, 9393, 5940, 8338, 9995, 8222, 5319, 5916, 9930, 9310, 9755, 5427, 8192, 11149, 10164, 8881, 6912, 8990, 9798, 7152, 6992, 10246, 9763, 8640, 7187, 9121, 9111, 9719, 9669, 8735, 10314, 8528, 8994, 9454, 10110, 9822, 10019, 6316, 10618, 7671, 5129, 8949, 8799, 10131, 9981, 5218, 9962, 9723, 3331, 3563, 9749, 8834, 8257, 4396, 9339, 10154, 3247, 4139, 9633, 11029, 7478, 4965, 7596, 9894, 9544, 4480, 4712, 9866, 8161, 8438, 10081, 7709, 5671, 9275, 9979, 8743, 3292, 4714, 10479, 9963, 8141, 3808, 9009, 9465, 9188, 9959, 9841, 8910, 9023, 9698, 8988, 5856, 7916, 9474, 5298, 7366, 9609, 9261, 6266, 4927, 10380, 9412, 6856, 3661, 10631, 9504, 3010, 7036, 10723, 8633, 3721, 3618, 9827, 10039, 8961, 8466, 10295, 10249, 7391, 3198, 4569, 10105, 9169, 5264, 3485, 9417
7649, 5533, 8966, 10116, 9052, 5462, 9314, 10603, 10115, 4086, 10314, 10859, 4234, 3859, 6220, 10466, 10127, 3999, 4438, 10679, 9008, 8143, 4231, 8496, 10334, 9687, 5663, 7669, 11279, 9235, 4843, 4664, 8819, 9468, 10093, 5771, 6527, 9390, 9841, 7467, 6221, 8366, 10798, 6384, 6361, 9566, 9271, 7488, 6331, 7457, 9267, 8941, 8918, 8086, 9801, 10059, 9073, 9050, 9700, 9081, 9607, 5933, 10105, 8628, 5577, 9214, 9103, 9717, 10088, 5517, 9746, 9815, 4268, 4145, 10436, 9943, 9083, 4786, 10331, 11556, 4191, 5686, 8960, 11974, 6943, 4796, 4792, 10350, 9911, 4241, 4040, 8915, 9482, 7108, 9659, 8405, 6070, 8436, 10626, 9894, 3903, 4623, 9739, 11140, 8820, 4853, 9045, 9212, 9378, 10009, 9580, 9050, 8807, 8943, 9742, 5701, 6894, 10435, 5439, 8076, 9004, 10256, 5983, 5001, 10287, 10286, 7226, 4466, 10290, 10537, 3597, 8280, 10129, 10489, 4619, 4591, 9050, 9996, 9058, 8183, 9471, 11217, 9274, 3598, 4524, 9557, 10047, 5639, 4226, 9775
2442, 2096, 9363, 8458, 8687, 7628, 9476, 9410, 9823, 7152, 8508, 9831, 9308, 8731, 9248, 9563, 11807, 8311, 7997, 11093, 9045, 10211, 8880, 9420, 9572, 9924, 8714, 8250, 11173, 10640, 8737, 8216, 7474, 9740, 9459, 8359, 9629, 8331, 10019, 10538, 10182, 9400, 11473, 8767, 9437, 9933, 9448, 9670, 9445, 10610, 9547, 10848, 9117, 10029, 10827, 10414, 10190, 10459, 9909, 10718, 9868, 10130, 10154, 10750, 7007, 10932, 9440, 11224, 9723, 9450, 9569, 11360, 7976, 6879, 10162, 9791, 10262, 9707, 11329, 9593, 9335, 7986, 7288, 11168, 9184, 4481, 5065, 10213, 10219, 7750, 8689, 9522, 10053, 9730, 10323, 8734, 7645, 8569, 10780, 10367, 7725, 7958, 8561, 9950, 10666, 9838, 9436, 8705, 9384, 8754, 9489, 9828, 9565, 8935, 9656, 8586, 8533, 9818, 8609, 9558, 8993, 9414, 9082, 8876, 9224, 10676, 9424, 7928, 8875, 11266, 7254, 8698, 9482, 8844, 9329, 7578, 8034, 9573, 9109, 8846, 9550, 9769, 9386, 7287, 8297, 10393, 9493, 9283, 6662, 9302
4513, 3097, 10270, 9844, 8184, 8421, 9743, 9807, 10667, 8477, 9619, 10996, 10085, 7999, 9168, 9766, 11084, 8078, 7349, 10071, 9688, 10277, 8808, 10073, 8672, 10470, 8172, 9628, 10767, 10555, 9456, 9177, 9951, 9971, 11800, 8379, 8104, 8595, 9921, 9390, 8019, 9438, 10718, 8761, 9087, 8916, 10469, 9176, 8820, 8845, 9917, 10419, 9587, 8631, 9975, 10391, 9429, 9109, 9382, 10037, 8909, 9641, 9880, 10292, 7899, 9513, 9362, 9719, 9394, 9411, 9454, 11949, 7359, 7333, 10059, 9978, 9386, 7706, 9293, 10284, 9575, 9034, 8792, 10735, 9823, 4556, 5224, 10464, 10323, 7740, 8518, 10550, 10085, 9326, 10497, 10225, 7550, 7138, 10297, 9196, 7825, 7931, 8425, 9790, 10084, 9045, 9782, 10004, 9415, 8805, 9536, 10242, 9598, 9632, 9802, 10259, 8873, 10239, 9038, 9516, 8910, 10414, 9211, 8355, 9434, 10106, 9974, 8141, 8895, 10686, 8496, 9150, 9549, 9295, 9454, 8652, 10043, 9386, 9908, 8946, 9890, 10467, 8623, 7932, 8002, 10272, 10612, 9210, 8078, 9719
3995, 2828, 9674, 9624, 7908, 6791, 9212, 10087, 9333, 7266, 9255, 10518, 9391, 7957, 8149, 9347, 11001, 8287, 7423, 10320, 10019, 10093, 8861, 9510, 9447, 10188, 8746, 8040, 11558, 11093, 9445, 8418, 10100, 9784, 10211, 8056, 9220, 9685, 10545, 9615, 9129, 10345, 11533, 9114, 9272, 10085, 9238, 9069, 9916, 10821, 9504, 11137, 10528, 10118, 11062, 10495, 10245, 10675, 9930, 11349, 10562, 9425, 10857, 11477, 8249, 10028, 9506, 10524, 11472, 9302, 9999, 11276, 7640, 7030, 10986, 10338, 11145, 8685, 11029, 10608, 8778, 9536, 9668, 11826, 9575, 5135, 6337, 10236, 10346, 7277, 7750, 10237, 10133, 9561, 9767, 9459, 7808, 8886, 10295, 10504, 7041, 6770, 9474, 9953, 10327, 9220, 10022, 9687, 9816, 9668, 9500, 10220, 10222, 10097, 9839, 8451, 10130, 10844, 9205, 9965, 9307, 10161, 9389, 8506, 9646, 10784, 9380, 8303, 9283, 11112, 7420, 9076, 10107, 9959, 8847, 7412, 9164, 10097, 8299, 9146, 10037, 10808, 9163, 7251, 7922, 10468, 10759, 8640, 6843, 9251
6876, 3502, 10396, 10291, 8490, 4255, 8662, 9811, 9600, 3656, 8527, 9896, 5727, 2828, 6434, 10002, 10599, 3568, 4028, 10171, 9008, 9432, 4566, 8579, 9977, 9736, 5102, 7555, 10928, 10080, 5950, 4394, 7329, 9464, 10218, 5635, 6537, 8878, 9895, 7413, 5818, 7346, 9440, 5963, 5028, 7869, 8980, 8225, 7508, 7813, 9545, 8567, 9983, 8370, 10122, 9812, 9113, 9687, 9839, 10019, 10028, 4995, 9570, 7833, 5387, 8893, 10282, 9501, 10620, 5259, 9659, 10022, 3195, 2751, 10108, 10002, 9871, 3221, 10316, 10766, 5539, 6783, 9069, 11141, 7964, 3229, 3559, 9347, 10172, 3289, 3961, 10788, 9441, 8072, 8989, 8101, 6392, 7915, 9967, 9587, 2701, 3246, 9252, 10206, 8258, 5487, 9090, 8214, 8997, 9563, 9658, 9429, 9395, 8370, 9284, 5602, 6753, 10228, 5093, 8365, 9623, 9557, 6093, 4374, 10452, 10397, 8271, 4040, 10267, 10749, 3654, 8028, 10231, 10410, 5890, 3424, 10331, 10014, 8644, 8631, 10164, 11002, 8682, 3535, 5567, 10283, 9316, 5546, 4699, 10266
