Low Priority WRET
11485, 21606, 13999, 21797, 11609, 20983, 25232, 23295, 24273, 25030, 25478, 26086, 25259, 26472, 29143, 31980, 22631, 26701, 27048, 23982, 22191, 23274, 24339, 22477, 21926, 23236, 21430, 23078, 28105, 29699, 30075, 22564, 22296, 23440, 21852, 24658, 11794, 25784, 16684, 17702, 18690, 20400, 21223, 24481, 24626, 24085, 20815, 23208, 22888, 19339, 19512, 24357, 23406, 19142, 24047, 25334, 22728, 20063, 25615, 26564, 27632, 18103, 22281, 23658, 23583, 22667, 22497, 22827, 22395, 21915, 22882, 24163, 23257
