Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
1151, 0, 0.208644, 69.8958, 8.59369
1141, 0, 0.0604961, 68.875, 8.59369
1126, 0, 0.123686, 67.375, 8.59369
1120, 0, 0.0936622, 66.7292, 8.59369
1129, 0, 0.0308071, 67.625, 8.59369
1132, 0, 0.520993, 67.9792, 8.59369
1137, 0, 0.0608458, 68.4792, 8.59369
1135, 0, 0.0610501, 68.25, 8.59369
1121, 0, 0.187207, 66.7708, 8.59369
1106, 0, 0.0319387, 65.2292, 8.59369
