Low Priority WRET
16047, 16988, 19102, 22672, 25578, 17788, 16385, 17027, 18136, 21072, 11504, 15990, 12477, 12834, 15411, 13501, 14836, 18895, 23889, 19962, 20944, 22908, 17437, 31134, 25199, 15363, 15601, 12559, 12679, 13052, 12591, 14259, 11464, 12340, 12778, 12719, 12712, 12521, 12464, 12443, 12361, 12359, 12490, 12671, 12866, 12660, 12306, 12900, 13092, 13550, 13032, 13611, 11258, 12986, 13146, 11590, 12963, 13132, 13336, 13245, 13378, 13220, 12950, 12163, 12659, 12671, 12556, 12241, 12668, 12688, 12685, 12431, 12402, 13348, 11656, 13430, 11288, 12731, 13443, 20222, 18083, 13653, 14455, 14693, 14085, 13943, 14193, 14252, 14060, 13777, 13895, 14060, 14075, 13969, 14677, 14663, 14555, 14434, 14523, 14646, 14550, 14694, 19596, 
