High Priority Execution Time
17589, 14856, 15011, 15107, 17661, 16890, 17092, 15684, 14986, 17200
17777, 16320, 16047, 14625, 15514, 15907, 17619, 16825, 14384, 16236
11348, 16063, 17149, 14291, 14100, 14358, 14523, 14862, 14659, 18361
16837, 15123, 14860, 14579, 14584, 14896, 15113, 14623, 14469, 14852
10353, 14359, 15290, 14943, 15040, 15237, 15887, 15416, 15661, 16494
15247, 15553, 15206, 14002, 14353, 14955, 15191, 14432, 13365, 14715
10456, 14356, 17500, 16402, 16487, 16667, 16436, 17032, 15455, 16393
18357, 16695, 16544, 15264, 16119, 14285, 16594, 14622, 15571, 14083
17132, 16514, 16159, 15578, 15294, 15559, 16051, 16112, 16818, 16007
14586, 14924, 15737, 14980, 15822, 15293, 15227, 15866, 15214, 15462
11597, 15343, 15941, 15636, 15977, 16778, 16802, 16583, 16265, 15567
9061, 14176, 17214, 15081, 15423, 15357, 15048, 15497, 15474, 15465
