Low Priority WRET
12257, 13223, 13342, 13334, 12259, 12850, 12985, 13009, 13108, 13081, 12853, 12864, 13059, 13292, 12725, 12981, 13627, 12393, 12903, 13599, 13453, 12735, 13040, 12223, 12912, 14239, 14305, 12396, 13315, 13935, 12444, 12751, 12890, 12695, 12607, 12834, 12891, 13036, 12566, 12745, 13708, 11850
8272, 13117, 9723, 14284, 15717, 12414, 12699, 12805, 13098, 11825, 12421, 12391, 12335, 11847, 12544, 13731, 13392
7439, 14579, 13178
