High Priority Execution Time
7634, 14945, 18135, 19133, 18967, 19631, 13923, 21121, 13873, 14481
7442, 5980, 20247, 17909, 19515, 19657, 18581, 17582, 18355, 18382
6451, 8439, 23321, 23619, 19513, 19690, 16634, 16513, 15569, 16832
23420, 18039, 18186, 19114, 18295, 18546, 18926, 18276, 19120, 18626
21897, 18361, 18167, 18204, 18550, 18666, 18517, 18426, 18795, 18595
23118, 19495, 21044, 19576, 19508, 18618, 18618, 18796, 18598, 19017
21962, 18605, 18006, 18326, 18462, 19147, 18863, 18559, 18236, 18197
18415, 18114, 18257, 17960, 18086, 19915, 17003, 18658, 16733, 17295
19468, 21138, 18592, 19083, 18429, 19246, 18974, 19109, 18453, 18486
14347, 22571, 22106, 22366, 19959, 18364, 21680, 21086, 19191, 19005
25387, 18666, 18420, 17497, 18920, 18981, 18782, 18956, 18624, 18858
18277, 18681, 18407, 18863, 18991, 18559, 19328, 19092, 19042, 18727
