Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
218, 0, 0, 6.88406, 6.69525
237, 0, 0, 11.7373, 6.70306
267, 0, 0, 19.5652, 6.26947
279, 0, 0.228311, 22.6708, 6.31049
260, 0, 0, 17.7962, 6.27533
