Low Priority WRET
17885, 19305, 10168, 11055, 11379, 11250, 13869, 14124, 10878, 11876, 12188, 11802, 12638, 11230, 16495, 9452, 13596, 15930, 14843, 16443, 15245, 10827, 13890, 16108, 12738, 15077, 11629, 15270, 16653, 12405, 12023, 12888, 13440, 12910, 10969, 12687, 12750, 13155, 12856, 13001, 11473, 10845, 11149, 12688, 14772, 7776, 13282, 10403, 13000, 14112, 12295, 12805, 12235, 13371, 14785, 9106, 10565, 10146, 9858, 12270, 14713, 13027, 10814, 12495, 11945, 13414, 12257, 13357, 10573, 13587, 14269, 9240
16011, 18922, 12826, 11823, 15591, 14962, 14742, 11092, 12831, 13758, 13518, 15253, 10454, 13079, 14380, 12493, 14125, 13910, 15335, 14615, 15101, 13522, 13514, 13232, 16466, 9638, 13109, 9840, 10889, 14122, 14792, 11717, 14281, 11074, 13487, 10435, 16277, 11116, 12861, 13779, 13396, 12402, 14785, 11689, 14503, 12567, 15870, 11853, 12916, 16714, 12206, 12520, 11465, 13071, 14532, 12661, 11710, 13130, 13092, 13227, 16371, 6671, 7274, 8146, 9550, 8773, 8023, 9151, 10204, 11144, 9682, 10834, 11730, 11435, 10216, 10877, 12453, 11557, 11262, 7221, 8163, 8625, 9937, 11157, 11250, 10498, 9695, 10303, 8820, 13856, 13856, 13385, 9997, 9954, 11596, 10701, 10565, 11348, 9268, 9801, 11462, 12519, 11371, 10321, 8993, 9652, 9629, 9597, 12150, 12448, 10025, 9379, 11123, 14621, 12778, 9816, 10570, 11184, 11080, 8254, 9405, 13200, 14078, 8844, 8984, 9586, 9515, 9661, 9996, 11428, 12073, 11202, 10371, 9985, 11130, 10937, 9417, 10629, 10136, 8952, 9784, 9308, 8376, 11715, 13092, 11523, 13209, 9684, 8589, 8828, 9015, 9317, 9174
