Low Priority Execution Time
11857, 20688, 32263, 11463, 13820, 18315, 17169, 9992, 15537, 14726, 10263, 9711, 15902, 14789, 13234, 10046, 15549, 13599, 10442, 10432, 16474, 12325, 10954, 12064, 17640, 12481, 10070, 9978, 19251, 13276, 10030, 10107, 16284, 13045, 9682, 9923, 15737, 13004, 7961
12123, 11647, 11090, 15433, 10414, 15949, 23654, 
