Low Priority WRET
17262, 17844, 18074, 17361, 17683, 17460, 17418, 15811, 16057, 16675, 16902, 16944, 16545, 16420, 16471, 16737, 16824, 16921, 16778, 16697, 16467, 16298, 16025, 16468, 16863, 17064, 16868, 16367, 15343, 15529, 15971, 15987, 16114, 16010, 16202, 16384, 16338, 16254, 16261, 16528, 17057, 17088
16573, 19961, 21827, 21345, 24028, 19191, 20871, 21183, 21166, 21434, 21082, 21119, 21791, 22351, 22641, 22413, 20463, 22733, 18677, 20944, 21070, 21469, 21060, 21167, 19789, 19818, 20432, 21734, 22597, 22868, 22618, 21933
18511, 14587, 16774, 18068, 17872, 18450, 17838, 17755, 16450, 16140, 16633, 16786, 16882, 16840, 17099, 17319, 17452, 17277, 17123, 17080, 17162, 16921, 16766, 17022, 16562, 16436, 15595, 15833, 15971, 16150, 16178, 16201, 16139, 16243, 16165, 15990, 16301, 16669, 17300, 18720, 18757
23045, 24853, 17276, 18483, 18441, 18572, 17801, 17480, 16533, 16815, 16873, 16997, 17250, 17300, 17220, 17075, 17158, 17242, 17287, 17510, 17572, 17453, 17254, 17079, 15838, 18071, 18051, 18051, 17163, 17535, 17535, 17686, 16809, 16891, 16718, 15722, 15541, 16393, 17109, 17199, 16826, 16456, 16527, 16768, 17252, 17615, 17352, 16929, 16384, 16410, 15527, 15682, 16657, 16728, 16552, 15963, 15145, 15609, 16421, 16532, 16460, 16186, 16277, 16225, 16189, 15972, 17701, 17799, 17799, 17229
20323, 20922, 26210, 7344, 15570, 17192, 17242, 17242, 14766, 15978, 21704, 21704, 21671, 17712, 17761, 16785, 15863, 17302, 17749, 17875, 17354, 17396, 17311, 17812, 18775, 19478, 19547, 21864, 21909, 21528, 18691, 18541, 19304, 20615, 20615, 18958, 16640, 16569, 17327, 17375, 17318, 17284, 17314, 17400, 17400, 17366, 17224, 17789, 18177, 18427, 17954
11738, 17822, 18741, 25147, 24649, 25484, 16338, 17349, 17349, 17353, 15833, 16408, 16594, 16588, 16870, 16761, 16758, 16385, 16601, 16852, 17534, 21255, 23244, 23296, 21774
20121, 22007, 23438, 18392, 17990, 16542, 18906, 18862, 18862, 21013, 25863, 8171, 17977, 26291, 24876, 16393, 26228, 15556, 17421, 18041, 18417, 17438, 17769, 18513, 18637, 18141, 18242, 17992, 16914, 15987, 17075, 17441, 17595, 17337, 17272, 17258, 17484, 17655, 17798, 17766, 17702, 17585, 17029, 16403, 15628, 16975, 17348, 17402, 17162, 16886, 16588, 16773, 17263, 17266, 17052, 16810, 16932, 16995, 17136, 16989, 17183, 17371, 18128, 18067
