Low Priority WRET
8600, 7911, 9105, 9957, 8049, 8557, 9323, 9537, 8294, 8437, 10272, 10335, 10710, 9599, 8636, 9835, 10154, 10132, 9453, 8904, 9606, 10429, 10830, 10849, 8999, 9523, 9159, 9900, 10532, 10300, 9838, 9581, 9810, 10234, 9997, 10097, 10383, 10243, 9615, 9641, 9491, 9595, 10110, 9603, 9325, 10084, 9730, 9398, 9747, 9414, 9768, 8803, 9470, 9881, 9590, 8612, 8791, 9090, 8312, 9301, 9551, 9868, 8539, 8877, 9723, 8590, 9785, 9718, 10517, 11264, 12040, 13614, 10650, 11036, 9947, 9731, 9886, 9682, 9991, 9386, 9733, 10628, 10802, 10631, 10366, 10239, 10388, 10391, 9912, 10163, 9765, 9093, 9233, 9076, 9179, 10604, 10979, 11406, 10282, 9918, 9522, 9531, 10479, 11331, 11321, 10620, 9259, 9528, 9270, 9576, 9467, 9621, 10316, 10687, 10674, 10094, 9696, 10490, 10094, 10454, 10773, 10264, 10043, 9533, 9976, 10141, 9744, 8837, 8489, 8773, 9166, 9493, 9245, 9926, 9621, 9856, 10095, 10248, 10234, 9571, 9554, 9945, 10051, 9761, 9765, 9955, 9691, 9471, 9498, 8971, 9209, 9682, 9696, 9957, 10078, 9990, 9122, 9089, 10604, 10398, 9216, 9863, 9965, 10141, 10064, 10236, 9764, 9746, 9683, 9900, 9957, 9898, 9952, 9899, 9926, 10141, 10417, 10384, 9438, 9886, 10518, 10506, 9766, 9461, 9432
10435, 11079, 11332, 9948, 10356, 10365, 9834, 10027, 9539, 9877, 9239, 10212, 8966, 9503, 9921, 9077, 10053, 8975, 8753, 9627, 10165, 8769, 9772, 9200, 10066, 8215, 9866, 8448, 8549, 9527, 8713, 9183, 9007, 8695, 9035, 9965, 10165, 8919, 8835, 9449, 9784, 9929, 10845, 10751, 9316, 9916, 9997, 8823
