High Priority WRET
2863, 3623, 4247, 6192, 6972, 7276, 7477, 7342, 7342, 7467, 7650, 7650, 6972, 7098, 7475, 7107, 8689, 8682, 8704, 8193, 8138, 8948, 9498, 9498, 9465, 8117, 7872, 8417, 8675, 8734, 9019, 8961, 8982, 8756, 8756, 8555, 8197, 8130, 8180, 8332, 8332, 7611, 7519, 7379, 7524, 7567, 7694, 7470, 7619, 7815, 7905, 7905, 7832, 7710, 7722, 8595, 8770, 8756, 8528, 8487
6730, 6801, 6801, 5502, 5035, 5134, 4897, 4859, 4858, 4729, 4804, 4753, 4791, 5031, 5020, 4806, 4960, 4986, 5106, 5570, 5512, 6159, 8195, 8315, 8315, 6044, 5063, 6329, 6404, 6619, 6329, 6173, 6201, 7876, 7899, 7899, 5755, 5701, 5260, 5235, 5232, 5150, 4880, 4844, 5002, 5324, 5340, 5296, 5114, 4940, 4940, 4868, 4826, 4828, 4811, 4883, 5066, 5329, 5339, 5331
10587, 10587, 10587, 7602, 6925, 6887, 7722, 7757, 7757, 7730, 7931, 7931, 7732, 7680, 7680, 10497, 10497, 10504, 9715, 9715, 8515, 10315, 10701, 10701, 10259, 8047, 9858, 9858, 9858, 8733, 8736, 8584, 10411, 10411, 10521, 10383, 10383, 8803, 8553, 8553, 8422, 8530, 8556, 8556, 9829, 9798, 9798, 8556, 8695, 9600, 9600, 9600, 8517, 9004, 10441, 10504, 10532, 10437, 10259, 8373
9455, 9455, 9737, 9103, 9120, 9120, 8853, 8825, 9069, 9245, 9245, 9105, 8930, 9529, 9526, 10470, 10436, 10834, 10542, 10587, 10087, 11515, 11484, 11484, 10325, 10190, 11030, 11030, 11067, 10104, 9989, 9943, 11420, 11420, 11420, 10921, 10434, 9330, 9330, 9312, 9006, 9092, 8974, 9089, 9561, 9688, 9688, 9200, 9193, 10228, 10150, 10261, 9148, 9460, 10376, 10638, 10661, 10386, 10452, 9229
8495, 9166, 9166, 8317, 7781, 7781, 7472, 7369, 7369, 9011, 9011, 9011, 8452, 8592, 8592, 8483, 9457, 10633, 10281, 9973, 8077, 9601, 9849, 9849, 8448, 7781, 8213, 8213, 8306, 7813, 7813, 7863, 9525, 10103, 10103, 9166, 9398, 8557, 8533, 7547, 7410, 7499, 7482, 7999, 8719, 8719, 8678, 7748, 7941, 8233, 8368, 8368, 7651, 7961, 9095, 9125, 9054, 9024, 8572, 7722
4538, 7521, 8464, 8792, 8599, 7906, 7956, 8114, 8671, 8671, 8125, 8068, 8160, 8119, 9482, 9496, 9584, 8912, 8892, 9473, 9792, 9792, 9742, 8848, 8602, 9289, 9277, 9263, 9730, 9763, 9878, 9391, 9407, 9296, 8994, 8836, 9153, 9153, 9097, 8251, 8151, 8104, 8210, 8559, 8620, 8430, 8225, 8433, 8659, 8723, 8651, 8472, 8560, 9395, 9425, 9388, 9214, 9182, 8507, 8507
9225, 9225, 9225, 6345, 6236, 5775, 6314, 6476, 6522, 6333, 6570, 7008, 7035, 6768, 7036, 10189, 10727, 11070, 9875, 9875, 9183, 10533, 10624, 10624, 10300, 9197, 11047, 10026, 10125, 9762, 9887, 9881, 10527, 10509, 10469, 9204, 9462, 9590, 9550, 9238, 8868, 8675, 8662, 9382, 8980, 9435, 9215, 8923, 8673, 8826, 9010, 9229, 8398, 9522, 9740, 9324, 9491, 9512, 9786, 8970
6712, 6833, 6833, 6360, 5878, 5852, 5844, 5629, 5728, 5725, 5803, 5561, 5554, 5559, 5574, 5478, 5964, 5770, 5792, 6000, 6138, 6001, 8189, 8343, 8343, 6890, 5826, 6387, 6387, 6387, 7131, 7131, 7136, 7911, 7911, 7911, 6560, 6353, 6263, 6227, 6227, 5834, 5626, 5608, 5580, 6204, 6204, 6191, 5299, 5073, 5322, 5298, 5282, 5060, 5174, 5284, 5638, 5560, 5585, 5310
5047, 5082, 5100, 4620, 4634, 4634, 4368, 4421, 4465, 4450, 4446, 4650, 4715, 4761, 4744, 4744, 6585, 6585, 6748, 6664, 6664, 7223, 9126, 9531, 9531, 7814, 5378, 7387, 7387, 7803, 8154, 8154, 7989, 8866, 8866, 8866, 7046, 7076, 4572, 4573, 4554, 4484, 4481, 4511, 4495, 4690, 4690, 4732, 4412, 4357, 5594, 5614, 5617, 4420, 4402, 5776, 6496, 6454, 6238, 6043
10670, 10670, 10670, 8883, 8615, 8202, 7857, 7775, 7974, 7962, 8290, 8788, 8905, 8841, 8620, 9766, 9937, 9937, 9097, 9744, 9343, 9975, 10290, 9931, 9903, 9239, 10190, 9933, 10017, 9406, 9406, 9251, 10515, 10515, 10470, 10273, 9857, 8837, 8863, 8863, 8645, 8530, 8645, 8806, 9678, 9841, 9841, 8532, 8835, 9216, 9252, 9252, 8314, 9197, 9815, 9912, 9824, 9619, 9476, 8564
