Low Priority WRET
18271, 22215, 18445, 16489, 18429, 18280, 18372, 17787, 19168, 27028, 16592, 18774, 13440, 20169, 15519, 15512, 16119, 18504, 19629, 28661, 25197, 18595, 18446, 28986, 19628, 19195, 15959, 
