Low Priority WRET
11669, 9236, 10173, 10096, 9848, 9874, 9636, 9715, 10001, 9233, 9667, 9934, 10126, 10372, 10101, 10033, 10129, 10625, 10498, 10635, 10309, 10337, 10538, 10211, 10230, 10274, 9258, 9698, 9801, 9773, 9860, 10050, 10000, 10200, 9931, 9748, 10054, 10418, 10109, 10382, 9936, 9732, 9868, 9211, 9526, 9989, 9867, 10175, 9394, 10001, 10148, 9992, 10105, 9538, 9534, 9814, 9847, 9729, 9735, 10177, 10303, 10298, 9804, 10183, 9632, 10112, 9392, 9736, 10132, 10380, 10024, 9837, 9922, 9314, 9719, 9798, 10198, 10283, 10060, 9769
8880, 9024, 9254, 9427, 9540, 10007, 10214, 9918, 9827, 9447, 9044, 9281, 9254, 9713, 8911, 9061, 8903, 8954, 8927, 8832, 8946, 8903, 8741, 9692, 9781, 9672, 10139, 9410, 9743, 9340, 9312, 9543, 8958, 9287, 9771, 9386, 9733, 9855, 8282
