Low Priority WRET
18218, 17017, 17518, 17546, 17202, 17370, 17389, 16919, 16890, 16854, 17164, 17021, 16762, 17447, 17518, 17381, 16986, 16070, 16371, 16658, 16727, 16839, 17133, 17185, 17383, 17059, 17123, 16521, 16805, 16974, 17046, 17124, 17240, 17386, 17284, 17149, 17181, 19252, 19979, 20170, 16872, 16970, 16876, 16313, 16910, 17132, 16584, 17201, 17382
