Low Priority WRET
8210, 8316, 28721, 21093, 29397, 20318, 21153, 12602, 18936, 22680, 25980, 22927, 26222, 20844, 23430, 23749, 23385, 23311, 18954, 22664, 25349, 18043, 22796, 26594, 22625, 17941, 24384, 25790, 23434, 22715, 24170, 16293, 17895, 23393, 28473, 21961, 16182, 23240, 24491, 26122, 17573, 21157, 26480, 19465, 26285, 21907, 28192, 23899, 28544, 30055, 20482, 26032, 17624, 22377, 24314, 19777, 22748, 25786, 23956, 24978, 23288, 26010, 21744, 22339, 25857, 21819, 23967, 27411, 18046, 20826, 23996, 26525, 19054, 23541, 26412, 25932, 25347, 25670, 21915, 22742, 26972, 18443, 25678, 19217, 23926, 20056, 25666, 18451, 25042, 19319, 24147, 24907, 23546, 23298, 25143, 26330, 19085, 21795, 24964, 24275, 16906, 22331, 25461, 18093, 24188, 28856
9958, 26498, 25627, 14211, 20039, 21782, 21999, 18818, 12498, 19384, 26390, 24241, 12969, 16636, 20738, 21496, 19561, 14072, 23591, 29510, 19400, 24045, 25000, 22059, 20757, 24090, 25461, 27844, 23310, 23097, 19603, 19613, 17340, 19415, 21071, 23374, 23991, 21586, 22126, 22710, 24883, 24036, 24131, 23403, 23627, 20433, 17645, 23202, 25644, 27490, 23277, 22159, 21200, 22149, 19927, 24628, 25598, 27136, 22539, 24944, 23604, 23775, 22087, 22187, 23263, 26284, 27350, 25493, 22173, 21795, 23297, 26980, 20097, 24423, 28708, 27665, 23908, 20028, 19533, 19106, 19748, 24423, 25276, 25850, 20201, 23997, 25923, 27870, 21980, 18560, 17411, 21345, 21994, 21070, 21223, 23674, 24854, 21298, 17386, 21798, 21632, 20569, 20489, 19932, 19692, 16900, 19101, 20151, 20429, 19379, 14232, 17797, 18628
10780, 15521, 17938, 19197, 25009, 15131, 17804, 15747, 15938, 17990, 18976, 11847, 15520, 18555, 17395, 12901, 17006, 16309, 16236, 17384, 17132, 14412, 17953, 17200, 16896, 19442, 16948, 16935, 15254, 19347, 12096, 16684, 18009, 17574, 17046, 16992, 18587, 13955, 19013, 19433, 18444, 16325, 16909, 16740, 15942, 17807, 16928, 15568, 19230, 20522, 12717, 16811, 23770, 20403, 10430, 15401, 19822, 17894, 11101, 17589, 17637, 17046, 18451, 16123, 18821, 18628, 19721, 18365, 16968, 19818, 18916, 15271, 18773, 22025, 17299
18673, 21453, 29562, 21499, 28982, 23788, 14509, 19028, 24983, 23689, 14272, 20900, 24042, 25545, 23681, 18560, 16584, 27283, 12941, 17787, 24729, 18337, 25594, 23120, 19453, 25317, 20538, 21795, 20055, 27781, 16099, 23829, 25917, 16508, 20585, 21217, 18278, 22508, 24607, 24263, 22995, 18895, 20471, 24380, 21142, 22121, 28332, 16351, 24748, 16224, 22940, 23782, 23328, 22061, 24937, 25613, 23893, 29417, 26078, 16234, 19988, 25342
11898, 15317, 18036, 18888, 27052, 21747, 16215, 17711, 21480, 24699, 12192, 17120, 20652, 23273, 22982, 21120, 19068, 22453, 15094, 24029, 18843, 20766, 19302, 23958, 17590, 25507, 23102, 12205, 20497, 25573, 25918, 17967, 24263, 19775, 25572, 16985, 28030, 17629, 19218, 20807, 24564, 24727, 18354, 22425, 19404, 15615, 19795, 20180, 14509, 17995, 19721, 22351, 21540, 18741, 23034, 23120, 21718, 19173, 21361, 19804, 19690, 18017, 21195, 20619, 18414, 20123, 21250, 16790, 16186, 20993, 24574, 26306, 17766, 22072, 23749, 23455, 16180, 18288, 20721, 19761, 22294, 20122, 22870, 24735, 23246, 20008, 12672, 19568, 25862, 19874, 24870, 20090, 19694, 25070, 25087, 19435, 22194
21520, 25306, 27230, 16498, 28413, 16634, 22012, 27660, 21594, 24632, 24632, 15962, 13919, 18460, 18702, 17479, 10273, 12686, 19163, 19034, 18698, 13900, 14921, 17931, 18114, 16015, 9755, 11715, 22983, 22983, 22530, 10347, 10718, 10791, 10272, 10215, 12736, 15748, 15480, 15060, 13591, 18368, 18399, 16675, 12846, 15195, 15395, 15471, 15255, 10517, 14517, 14189, 13950, 9615, 9754, 14225, 14208, 14609, 13190, 13283, 13207, 10090, 14738, 17887, 17967, 16021, 12767, 13911, 18204, 18354, 16158, 13672, 13780, 14366, 13522, 13456, 9881, 14184, 14231, 14094, 9483, 9250, 12452, 16394, 16581, 17807, 13843, 12977, 10131, 9791, 14135, 17508, 17670, 15542, 15020, 14758, 12874, 10846, 10222, 10067, 9989, 14981, 14891, 17217, 16072, 20521, 19380, 16703, 12789, 16953, 17273, 15939, 14071, 17942, 18033, 16380, 15675, 17850, 18038, 15323, 17425, 22077, 22077, 18398, 10901, 15783, 19169
13135, 13761, 14958, 12012, 14669, 13230, 11986, 14261, 22986, 23022, 22543, 9865, 13965, 18615, 19959, 19256, 16196, 10762, 17469, 19582, 19094, 13043, 14986, 17042, 19109, 18259, 17018, 15296, 17123, 16022, 18397, 19276, 19769, 18030, 16524, 13549, 16701, 19166, 19641, 15991, 19417, 21476, 20790, 14057, 9948, 13243, 12964, 13740, 11263, 16449, 18160, 18173, 18128, 19980, 16973, 12031, 11299, 12108, 12181, 14423, 16512, 17442, 17095, 16639, 17176, 19242, 16523, 18415, 19949, 17482, 9165, 16436, 20904, 20903, 17402, 9145, 13734, 16105, 16105, 15038, 16229, 19388, 19373, 16805, 9298, 15803, 22664, 10417, 16968, 20386, 15721, 19023, 17604, 12400, 15487, 15826, 15674, 17480, 18638, 17427, 17127, 13305, 13767, 11881, 16346, 19488, 19433, 15650, 13383, 17886, 19071
