Low Priority WRET
16352, 22808, 24225, 28136, 31379, 15208, 17108, 17491, 28150, 13220, 13461, 15773, 17868, 17921, 18264, 18990, 19182, 21040, 20961, 21402, 20983, 20858, 18677, 18789, 18121, 19876, 20563, 20563, 20612, 19380, 17538, 18652, 19791, 19319, 19764, 20467, 19507, 18415, 19545, 19100, 19536, 20492, 20536, 19734, 19947, 20552, 20456, 20480, 19191, 19049, 19532, 21427, 22316, 22316, 20829, 22023, 21287, 18565, 21075, 22465, 23269, 23698, 23669, 22063, 21526, 21126, 20333, 21980, 21805, 16607, 17778, 18207, 20747, 20753, 20589, 20186, 17771, 19785, 21438, 22774, 22863, 22919, 24310, 23138, 22895, 22448, 22274, 20923, 21550, 21899, 22799, 23364
19817, 28074, 28300, 29967, 21305, 24132, 24995, 28566, 20796, 22723, 27656, 20173, 21045, 22199, 24066, 27701, 20997, 23114, 25145, 25517, 27595, 29565, 
