Low Priority WRET
8003, 11003, 11406, 7764, 12587, 12201, 12291, 12362, 12126, 12319, 12544, 11825, 11968, 12589, 8342, 8547, 10740, 10128, 10265, 10912, 9678, 10380, 10024, 10292, 10316, 11530, 10453, 12641, 11932, 12536, 12265, 12540, 12318, 12399, 12695, 11665, 12317, 12298, 12422, 12008, 12395, 13548, 13610, 13161, 13493, 11925, 13373, 13085, 13241, 12984, 13538, 11615, 12694, 12681, 12008, 12011, 11402, 11520, 10952, 11502, 11520, 11207, 11437, 11622, 11754, 11755, 11594, 12236, 13079, 13270, 11868, 11066, 11159, 11204, 11228, 11268, 11338, 11764, 11804, 11825, 11012, 11094, 11253, 11065, 11283, 11363, 11081, 11141, 11182, 11006, 11211, 11424, 9279, 12239, 12734, 
