Low Priority WRET
12739, 14057, 14085, 14563, 14775, 12812, 13669, 13857, 13332, 13347, 13378, 11421, 11033, 12547, 14214, 14490, 14820, 14451, 14254, 13146, 13094, 12500, 17419, 18136, 18148, 24700, 24742, 20563, 10071, 11167, 12204, 12525, 14038, 13899, 13884, 12742, 14065, 14267, 14380, 13990, 13990, 14256, 14362, 14362, 12226, 12294, 12116, 12296, 12532, 14703, 11038, 12592, 10994, 11788, 12448, 12457, 11914, 12338, 12392, 12488, 13075, 14006, 14006, 12214, 11222, 13108, 14386, 17264, 17558, 17799, 17997, 17997, 11934, 12618, 12803, 11785, 13399, 10891, 19134, 19448, 23207, 23503, 23503, 19426, 19526, 15794, 14969, 15187, 15023, 14998, 14998, 15041, 14972, 15185, 14895, 15076, 14574, 14495, 14719, 14575, 14019, 14261, 14764, 14646, 14775, 14819, 15206, 14972, 14767, 14923, 15064, 15227, 15142, 15117, 14463, 14476, 13756, 14224, 14114, 13458, 13474, 12481, 13883, 14026, 14014, 14353, 14601, 14016, 13979, 15383, 16441, 17723, 17717, 17674, 16214, 16020, 14779, 14640, 15324, 16378, 16438, 17940, 19864, 20299, 20087, 19789, 18340, 15053, 13484, 14320, 13818, 14892, 14537, 14624, 15336, 17356, 17368, 16724, 14417, 15550, 15200, 15400, 13779, 15129, 12427, 13817, 14148, 14444, 14505, 14290, 14843, 14500, 14974, 14669, 14122, 14593, 14103, 13833, 14190, 15161, 16290, 16501, 14753, 18534, 19093, 21496, 21496, 18404, 14263, 14331, 13993, 13817, 13806, 14242, 13807, 14607, 15116, 17138, 16834, 15761, 14414, 14895, 15050, 14601, 14126, 13884, 13317, 14627, 15152, 15279, 14939, 15482, 15144, 15437, 15541, 15791, 15719, 16758, 16533, 16223, 16163, 15213, 14798, 15194, 14883, 14684, 14021, 15642, 16382, 16111, 16345, 15995, 16001, 15166, 14661, 14520, 13894, 14232, 19247, 20535, 20497, 20497, 16568, 17195, 16407, 13566, 15349, 13288, 12216, 21711, 10744, 11705, 10608, 11512, 11717, 12039, 13520, 10556, 13759, 14454, 11915, 12470, 13507, 14588, 14553, 14692, 13165, 11128, 10019, 10994, 12353, 12567, 13153, 13738, 10694, 11018, 11727, 12360, 9401, 10783, 11280
10462, 11022, 11402, 11402, 12028, 12078, 15212, 15317, 14616, 12256, 10655, 11041, 14336, 15806, 15806, 15806, 13989, 14834, 15639, 15847, 15746, 13638, 14007, 13559, 13610, 14038, 14192, 14226, 14010, 13995, 14137, 14217, 14230, 15071, 15262, 15126, 14579, 14894, 13802, 14558, 14647, 15410, 15203, 15424, 14760, 15447, 15443, 15293, 14738, 14848, 13952, 13970, 13904, 14433, 15775, 15685, 15656, 15623, 15301, 14717, 15045, 14988, 14847, 14978, 14982, 13898, 13861, 13930, 14185, 15634, 15614, 15831, 15496, 15482, 14406, 14074, 13055, 13397, 13596, 14804, 16166, 16201, 16693, 17110, 16456, 14957, 16855, 16766, 16459, 15861, 15271, 13055, 13081, 13742, 14610, 14297, 15204, 15116, 14869, 13965, 14397, 13319, 13682, 13763, 13763, 14446
13086, 10819, 11346, 12183, 13403, 10161, 14584, 6678
8917, 9095, 9752, 9753, 9865, 9696, 9538, 9099, 11934, 12760, 12658, 8867, 12668, 8378, 9368, 10200, 10200, 10168, 10344, 10557, 12503, 12962, 13537, 9616, 10039, 10167, 10899, 11344, 12600, 13478, 9748, 10054, 12970, 14148, 15303, 15997, 16049, 9418, 11879, 11803, 11979, 10097, 9553
10486, 10900, 11367, 11411, 12133, 12900, 13356, 13600, 13600, 13069, 11512, 11950, 13380, 14515, 8886, 10214, 12585, 12749, 10765, 11256, 12639, 13049, 14391, 14222, 10055, 14188, 9404, 10606, 11603, 12030, 11475, 11799, 12234, 11733, 13182, 13538, 9260, 9917, 10123, 10142, 12540, 12620, 13746, 14193, 14795, 12097, 11472, 12915, 13125, 14872, 13216, 13322, 11346, 12086, 12820, 15464
8627, 11205, 11205, 11523, 11717, 12264, 13024, 12220, 11533, 12009, 12693, 12839, 12776, 10387, 11196, 11381, 11728, 11789, 10146, 10310, 10356, 10942, 10502, 11895, 12195, 12129, 11778, 11778, 10627, 11637, 11946, 13210, 13134, 12201, 12257, 11074, 11824, 12070, 13116, 13315, 13326, 11787, 13222, 13162, 13208, 13449, 13449, 11137, 11463, 13360, 13592, 12181, 12209, 12299, 8898, 9384, 9596, 11034, 11006, 9543, 9956, 10168, 14036, 14494, 14498, 10569, 11307, 11580, 11783, 10036, 10249, 9521, 9577, 9850, 9860, 11181, 11931, 12215, 13217, 13217, 12568, 12146, 11423, 10173, 10310, 14242
6981, 11099, 12047, 12258, 12778, 13739, 14329, 15431, 15238, 15238, 14956, 13850, 13177, 13789, 13814, 14264, 15147, 15027, 14140, 14229, 13617, 15187, 15170, 15334, 22217, 21139, 21139, 21112, 17668, 17668, 15725, 15446, 14132, 14241, 13849, 14145, 14527, 14520, 14442, 13369, 13992, 14235, 14985, 15053, 14987, 15088, 14767, 14315, 14267, 15117, 15070, 15039, 14582, 15178, 14441, 14675, 14516, 14367, 13530, 14075, 14692, 15276, 15566, 15875, 16213, 16889, 16671, 16622, 16423, 15005, 14714, 14231, 14002, 13825, 13066, 14679, 15731, 16905, 16994, 16917, 16134, 15753, 15286, 15056, 14867, 14568, 14284, 14540, 17732, 18917, 18967, 19232, 19626, 16084, 16030, 15859, 15778, 15728, 15668, 14268, 13261, 12705, 13610, 15112, 15421, 15348, 15395, 15647, 14431, 14342, 14400, 20246, 21028, 64496, 11882, 12447, 12809, 11591, 12020, 11642, 11974, 10514, 10480, 11527, 10942, 11477, 13251, 13269, 10813, 13307, 13339, 13088, 13128, 13835, 13924, 14511, 11446, 9957, 11586, 11596, 11884, 12342, 11044, 11609, 12242, 12685, 12412, 12580, 12580, 11714, 11749, 12177, 14202, 14318, 14216, 14216, 12179, 12900, 13371
12003, 14155, 12223, 13339, 13355, 13089, 10164, 13246, 14930, 14933, 14026, 12086, 12315, 12336, 17991, 17813, 13708, 10337, 11622, 12018, 13521, 14019, 10244, 12306, 15668, 10520, 16971, 10687, 13909, 13909, 14058, 16753, 18083, 10145, 10200, 10205, 10233, 11109, 12206, 12729, 12729, 11605, 10580, 10821, 11631, 11796, 10428, 10756, 10903, 11601, 11671, 15597, 19292, 15557, 15813, 16288, 13981, 14240, 21236, 22524, 18857, 12457, 12530, 12800, 13183, 13391, 13350, 13238, 11149, 11294, 10923, 10960, 13125, 13999, 13658, 13658, 13695, 13745, 12054, 13455, 14433, 14343, 14057, 14308, 13627, 10162, 10175, 10215, 9107, 9138, 9265, 10034, 10919, 11725, 11644, 11320, 11229, 10179, 10339, 10479, 10587, 10591, 10907, 10984, 10451, 10994, 10801, 12350, 12350, 12583, 12924, 13131, 13150, 13274, 13130, 13192, 13554, 13531, 13212, 13346, 13176, 12909, 12791, 12561, 11423, 51600
9786, 11329, 11329, 11835, 11958, 10235, 10240, 10311, 9658, 10442, 10466, 10610, 11033, 10687, 10246, 9890, 10288, 10276, 10311, 11911, 13687, 13577, 13953, 13953, 12938, 12336, 12336, 9601, 8450, 10200, 12009, 12017, 12210, 12219, 11882, 9802, 9976, 11338, 11877, 11962, 11962, 12336, 11894, 13704, 13719, 13719, 13374, 13157, 9467, 9833, 10498, 10472, 10405, 10405, 8965, 8610, 8757, 8775, 10085, 9868, 10022, 11378, 11525, 13990, 13990, 13990, 13107, 13034, 8988, 9066, 9981, 10033, 10040, 10370, 9073, 9790, 9385, 9905, 12733, 14250, 14177, 12923, 14291, 14197, 14482, 14217, 13529, 13529, 12468, 13277, 13165, 12516, 58781, 
