Low Priority WRET
4011, 6776, 9249, 9715, 13700, 13735, 13735, 8016, 8820, 8820, 8152, 7542, 12624, 12624, 12628, 10240, 10231, 9443, 8937, 9572, 11121, 15444, 15444, 13654, 6900, 6393, 6985, 12037, 15643, 15643, 14836, 9520, 11318, 11509, 11957, 11085, 11331, 10194, 9366, 8974, 8702, 8491, 12501, 12172, 13639, 11901, 10358, 11318, 10962, 11401, 10524, 9803, 10043, 11176, 12696, 13267, 12517, 12269, 10737
3634, 9287, 11456, 15926, 16790, 13524, 7912, 9335, 11710, 10986, 11300, 12255, 14434, 14434, 14067, 10253, 8602, 8989, 15869, 16724, 17029, 11818, 7040, 7494, 10797, 13243, 13615, 14913, 14083, 14083, 10608, 9320, 10099, 10593, 12221, 12729, 12765, 10075, 8582, 10781, 11034, 12658, 13068, 13424, 12571, 14659, 13601, 14279, 13335, 13335, 12520, 10752, 13869, 16991, 17027, 13548
12075, 14002, 16427, 12660, 7784, 8118, 8118, 11670, 12859, 13177, 13209, 14900, 14869, 7411, 9706, 11183, 13922, 17640, 7518, 7518, 11171, 16770, 17202, 10023, 11486, 12735, 12926, 12510, 12405, 13551, 13551, 13164, 9747, 11909, 13864, 13989, 14160, 13387, 12965, 16368, 16089, 16404, 13572, 13572, 10949, 13476, 14421, 17127, 17127, 16860, 3602, 9253, 11105, 14889, 19293, 19293, 17404, 10213, 9768, 12052, 12154, 11829, 11715, 17036, 17356, 17356, 12267, 10969, 9405, 11584, 15045, 18192, 18192, 16481, 10673, 6701, 11077, 11077, 11150, 12312, 13326, 13326, 11077, 8416, 9578, 10649, 12454, 12454, 12454, 8705, 9076, 10414, 10086, 10778, 10368, 13154, 14215, 14215, 12525, 13281, 14403, 14385, 13456, 10494, 14305, 18240, 18240, 16725, 13754, 10593
3647, 3830, 6950, 10745, 14845, 14845, 14845, 8873, 5865, 8915, 9786, 11321, 10919, 12255, 13347, 14063, 13994, 10752, 6862, 10515, 14986, 16464, 4982, 6952, 15003, 16627, 18094, 12689, 7693, 9009, 10548, 12104, 11270, 11471, 11481, 9032, 8956, 8332, 11101, 11178, 11667, 11924, 11924, 12498, 14096, 14168, 12997, 11638, 8177, 13403, 14108, 15734, 13455, 11444
3463, 9915, 11895, 15778, 7532, 8971, 9312, 11088, 11668, 11668, 12114, 12520, 5439, 7098, 8087, 16124, 6787, 7199, 8296, 7652, 11223, 14010, 14389, 15698, 13552, 10322, 10322, 10618, 11024, 12693, 13249, 13270, 11602, 9804, 12133, 12133, 13093, 13279, 13365, 13510, 16287, 16180, 8984, 9072, 11946, 14370, 13931, 12339, 10135
3985, 7737, 9271, 11194, 15007, 5337, 11275, 11275, 11667, 9258, 13123, 14059, 5315, 10675, 14230, 17210, 6599, 7673, 10212, 12919, 6307, 8087, 10229, 10843, 10675, 10675, 8448, 8448, 9437, 8675, 8675, 10585, 11532, 11532, 11441, 9980, 10815, 11762, 12899, 9371, 6515, 12213, 15382, 4483, 10339, 11978, 12073, 12891, 5196, 8611, 9991, 11901, 10244, 10669, 12194, 6806, 9700, 11281, 11958, 6666, 6672, 7468, 9092, 11201, 11164, 10243, 13441, 13441, 9777, 10547, 10898, 10197, 8152, 11896, 14099, 14099, 9837, 11886, 11895, 5346, 15273, 9198, 11579, 
