Low Priority WRET
10355, 13678, 10995, 21927, 8508, 16688, 13919, 14274, 15806, 14259, 12963, 15771, 17187, 17208, 18146, 13028, 13702, 13795, 13633, 14117, 13552, 16456, 13676, 13962, 13567, 13941, 13778
