Low Priority WRET
18778, 17906, 18930, 20769, 20813, 21367, 20663, 19950, 21595, 24135, 24724, 24035, 23358, 18186, 18841, 18981, 19331, 19611, 19891, 18587, 18952, 19499, 19381, 19455, 19418, 19490, 19564, 19055, 18846, 19022, 19028, 18842, 18868, 19125, 19426, 19284, 19468, 19297, 19264, 18826, 18982, 18601, 18878, 19632, 19751, 19825, 18934, 22043, 21988, 22203, 22476, 23953, 23946, 24053, 23911, 24218, 22841, 22614, 22315, 22406, 22633, 22117, 22001, 23205, 23441, 24455, 22941
18260, 21333, 24195, 16853, 18162, 20708, 15247, 22136, 17781, 18091, 21378, 17087, 22943, 24272, 24463, 24844, 24734, 24308, 10471, 19405, 19662, 20091, 19521, 18704, 18780, 19103, 21654, 19722, 20197, 22281, 18313, 17142, 17650, 17631, 17900, 17874, 21363, 21838, 16946, 18773, 18953, 18204, 18359, 19161, 19495, 19328, 19337, 20297, 21311, 20574, 21380, 20065, 19459, 21500, 21495, 19565, 18626, 23748, 25560, 23179, 24865, 23517, 25079, 22299, 23845, 22623, 23428, 24368, 25156, 23230, 23288, 21759, 18429, 19369, 18966, 15999, 18888, 25775, 18978, 21715, 19606, 19728, 18094, 19246, 19536, 19563, 18764, 18524, 20266, 20658, 20829, 21034, 21175, 22073, 21412, 21532, 20104, 21146, 22045, 22260, 20306, 20730, 22080, 21373, 21434, 20368, 20925
24986, 26387, 27083, 14935, 21833, 21290, 23656, 22443, 22925, 20134, 22138, 21894, 19134, 19849, 20416, 17913, 19805, 16728, 16985, 17833, 19608, 18628, 25169, 17622, 18869, 24760, 25755, 26581, 25500, 25420, 17154, 20951, 17610, 17581, 17348, 18346, 14441, 16227, 16499, 18109, 18218, 18345, 17982, 16634, 16196, 16745, 16240, 15985, 16520, 16629, 16914, 16536, 16644, 20472, 17524, 18304, 18304, 18222, 17707, 17559, 17264, 17604, 18920, 19036, 19025, 17621, 17790, 17953, 18429, 19024, 20269, 22336, 25425, 25234, 24333, 17192, 17070, 17639, 17841, 16496, 17388, 17708, 17092, 17588, 20874, 21264, 21394, 20005, 22137
15381, 19077, 22222, 16762, 23561, 19351, 22725, 23816, 24607, 24607, 22845, 19912, 20261, 20180, 21709, 21787, 21525, 19042, 21210, 21865, 22961, 21683, 20913, 19239, 18704, 18578, 18670, 18758, 19692
15118, 16375, 17803, 18394, 19535, 23392, 25941, 27113, 24665, 20655, 21554, 22147, 22204, 21179, 19040, 17538, 17221, 17496, 17421, 17655, 17767, 17966, 17948, 18136, 18614, 18954, 18697, 18573, 18476, 18770, 18853, 19133, 18372, 18568, 18494, 18437, 18227, 18714, 20278, 20239, 20273, 19154, 19466, 19132, 18606, 20155, 19982, 20561, 20444, 20659, 20554, 19366, 18912, 19609, 20085, 20177, 18669, 17994, 17983, 17953, 18161, 17931, 18112, 17788, 19614, 20196, 20393, 18791, 20916, 20999, 21188, 20814, 20476, 19915
14459, 18759, 23253, 24394, 23210, 16081, 20580, 16121, 16874, 17523, 17445, 17705, 17382, 19863, 20206, 20504, 20602, 20615, 21008, 20395, 21190, 19423, 19686, 20743, 19142, 17918, 18733, 19994, 19933, 19122, 20529, 20637, 20636, 18171, 17773, 17405, 18765, 18985, 18833, 18724, 19118, 19579, 20280, 19552, 20723, 20901, 21429, 20777, 19439, 18568, 19936, 19845, 19997, 22415, 22494, 23304, 21029, 20543, 20357, 18586, 18439, 19440, 19815, 19867, 19300, 19990
15101, 18871, 20117, 22218, 23024, 17265, 17593, 17837, 17179, 15653, 18010, 18465, 18812, 18378, 18463, 20817, 21646, 21471, 19110, 19420, 19631, 19887, 18657, 19292, 19411, 19390, 19356, 17820, 17938, 18014, 18561, 18287, 18942, 19299, 18807, 16462, 17108, 18529, 18457, 17974, 18297, 12498, 13238, 12900, 14611, 17371, 17878, 18097, 18276, 18173, 17970, 18650, 18613, 18738
10275, 19579, 17191, 20048, 17663, 10822, 17950, 19928, 20170, 19797, 15686, 17580, 18049, 18102, 18197, 17247, 17986, 17303, 16558, 16847, 17528, 17357, 20064, 21608, 19829, 16053, 19778, 21964, 22330, 24401, 18455, 19245, 19461, 19936, 20519, 24099, 23910, 24110, 23812, 23629, 24435, 23739, 21168, 21487, 21989, 22029, 22185, 22556, 21491, 20312, 19743, 20477, 20272, 20129, 20861, 20719, 21183, 21220, 20981, 22759, 22553, 20376, 21280, 22336, 22005, 22242, 21375, 22023, 22598, 22237, 21368, 22254, 22451, 22309, 20195, 18326, 16967, 16672, 15984, 16005, 16270, 16243, 16300, 16336, 16374, 16463, 16301
15359, 21733, 22396, 24153, 22491, 20878, 18141, 18780, 18960, 19250, 20700, 20653, 19973, 20369, 16988, 17476, 18086, 17784, 18036, 18328, 18602, 14442, 12286, 18339, 18454, 15108, 15411, 16231, 10796, 17290, 15768, 19399, 22183, 23809, 23289, 21402, 16384, 17292, 16910, 17017, 16896, 17102, 16829, 17637, 19333, 20628, 23181, 23390, 23487, 22257, 17975, 17162, 15956, 15785, 16045, 16235, 15904, 15712, 15599, 15873, 15677, 16129, 16352, 15956, 17578, 17536, 12934, 19730, 23660, 24568, 24934, 25995, 26541, 26588, 24276, 22449, 22137, 23429, 23638, 21992, 22194, 22400, 22405, 21731, 19483, 19914, 21297, 21938, 18099, 19054, 12268
10799, 11354, 13876, 19324, 20924, 20662, 19070, 21501, 23013, 22830, 23979, 22172, 20884, 18477, 19012, 18919, 18330, 16530, 18624, 19316, 19432, 19152, 18330, 19954, 20241, 20581, 20061, 20163, 19709, 20038, 19306, 19194, 19046, 19065, 19000, 19178, 18106, 18496, 19929, 20477, 20387, 19144, 19227, 19587, 19568, 20126, 19906, 19649, 19565, 19417, 19980, 20724, 20799, 21566, 19772, 19662, 18735, 19089, 19268, 20139, 19265, 19138, 18247, 17234, 19054, 19232, 19580, 18804, 18195, 18288, 18427, 19563
