High Priority Response Time
6265, 54710, 52965, 109138, 90084, 97279, 98334, 97563, 98138, 97724, 98313, 97642, 98196, 97321, 96875, 97804, 100421, 94647, 97647, 98686, 97649, 98255, 97661, 101588, 97492, 96525, 98293, 98050, 98013, 98442, 98407, 100005, 95954, 97738, 97982, 97775, 98117, 97797, 98326, 102385, 98022, 94548, 97731, 106550, 89686, 98078, 97853, 98412, 97528, 97753, 97639, 98220
57975, 52047, 111347, 104025, 96269, 98337, 97561, 93860, 96975, 99796, 96881, 102504, 93774, 100419, 97808, 98069, 92696, 102948, 98721, 93057, 102853, 90852, 104021, 100829, 92209, 103636, 98680, 97375, 95366, 100445, 97462, 98488, 93442, 102297, 96744, 100172, 91707, 104408, 97365, 99604, 97995, 97711, 91927, 103291, 99118, 97847, 98414, 96512, 98795, 98232, 96558, 90566
70215, 62834, 97288, 89629, 97572, 103098, 92898, 107000, 98820, 97239, 97653, 94077, 100710, 88828, 100008, 94864, 107717, 87647, 101685, 103461, 89427, 106494, 89409, 98914, 106667, 90143, 99466, 96415, 107417, 91881, 95088, 98491, 106612, 90628, 104348, 91525, 105265, 89145, 100943, 96854, 97342, 97673, 106953, 91771, 97159, 97877, 96794, 97629, 97678, 97484, 99961, 105786
64382, 73696, 93887, 91602, 97309, 100331, 95522, 105297, 97745, 98292, 97597, 90456, 105080, 89826, 97788, 97068, 105061, 89755, 100117, 104078, 91165, 105831, 90089, 98262, 106152, 92750, 97158, 98819, 102278, 93099, 97444, 98510, 104829, 91638, 102253, 92804, 106008, 90114, 98448, 97821, 98702, 97751, 106198, 95343, 92782, 97816, 98385, 97608, 97667, 96834, 101096, 102263
66654, 131633, 23462, 106829, 97322, 96569, 99264, 90210, 97779, 98281, 98429, 105446, 88413, 105764, 97770, 97062, 89928, 105617, 98584, 90471, 105553, 89618, 106307, 99024, 88019, 107556, 97936, 98041, 93572, 104360, 97442, 98534, 91741, 103949, 93921, 101895, 91502, 104616, 98472, 98545, 97969, 97735, 91587, 103119, 99626, 97825, 98383, 97602, 97690, 97561, 98329, 89346
66574, 61311, 62191, 94978, 104463, 97591, 97209, 98550, 98063, 97869, 98144, 96740, 99067, 96992, 96896, 96865, 97384, 97701, 99112, 97348, 97741, 99074, 97800, 98361, 99050, 98415, 97147, 98985, 98352, 98274, 98290, 97642, 98179, 97781, 98066, 97709, 98222, 97741, 98388, 95934, 100910, 98140, 97665, 96070, 100121, 97376, 98682, 98262, 97822, 96378, 97866, 98287
66294, 60501, 61913, 108265, 91181, 97876, 99724, 96044, 98066, 97873, 98151, 99272, 96544, 96995, 96905, 99390, 97389, 97708, 96594, 98336, 99302, 96540, 97802, 98374, 99051, 98422, 98899, 97240, 98361, 98279, 98293, 97650, 98182, 97792, 98069, 97728, 98213, 97755, 98393, 104436, 92416, 97862, 97668, 100694, 95503, 100189, 96160, 98265, 97831, 98888, 97915, 96747
69354, 82711, 62411, 109077, 97573, 94582, 101412, 91162, 95695, 96770, 97712, 106039, 92393, 104519, 95669, 99214, 91944, 103414, 96570, 92147, 105851, 88495, 107398, 96407, 93369, 104933, 97951, 98934, 89536, 105409, 99430, 98486, 90170, 104551, 91734, 104129, 89104, 107825, 96601, 99457, 99075, 97669, 89833, 105582, 97912, 97877, 99331, 97629, 97675, 97478, 97417, 88796
66793, 76304, 65639, 94714, 94279, 108346, 87501, 107193, 98866, 99366, 97710, 95978, 98421, 86886, 107687, 87070, 108187, 89641, 106257, 97738, 87548, 108348, 87502, 108352, 99289, 88025, 98190, 97949, 109186, 98421, 89797, 104924, 98865, 87315, 108492, 87281, 108680, 87291, 109484, 87767, 106900, 89128, 108495, 98288, 87083, 101055, 95134, 98260, 100359, 94876, 106631, 99609
