Low Priority WRET
12876, 14913, 19995, 14397, 18430, 9204, 12831, 14106, 15460, 4982, 14156, 14454, 9990, 8681, 10593, 5535, 7300, 11043, 5896, 10507, 14188, 15135, 15135, 12353, 11184, 12698, 12129, 15119, 15362, 13725, 15781, 10339, 10757, 12156
6832, 10806, 16108, 6337, 12321, 5483, 6737, 7423, 7423, 14256, 14446, 14446, 11561, 6526, 9818, 9818, 8902, 8902, 9198, 11176, 10957, 11360, 9023, 11426, 11656, 11468, 10398, 12616, 13331, 10968, 9395, 9395, 9443, 7619, 7619, 9060, 10560, 14393, 14718, 16164, 19319, 8180, 16311, 16759, 16759, 11244, 10934, 11175, 10997, 13390, 19001, 6237, 10163, 12987, 16109, 15157, 10239, 11663, 10352, 17172, 4953, 11436, 11575, 8870, 9537, 9537, 10676, 10737, 8493, 9005, 10548, 12436, 11526, 10607, 11152, 5299, 7875, 5278, 6409, 6460
5904, 6455, 9090, 9090, 10650, 9998, 10286, 20794, 10252, 13648, 17036, 16256, 7927, 7927, 8179, 9807, 8890, 5094, 8840, 8840, 8632, 6604, 7935, 8587, 10402, 11078, 11078, 14549, 7888, 6755, 11740, 11980, 7262, 17361, 7042, 7042, 7117, 6698, 6168, 6168, 5800, 6678, 5407, 5407, 8203, 9411, 10025, 11661, 15260, 7801, 14423, 5396, 8294, 8815, 9991, 7781, 10460, 11351, 13664, 11569, 8794, 9489, 9733, 9733, 7962, 8358, 7117, 7599, 8762, 8822, 8887, 7639
6211, 10954, 16312, 6014, 6225, 8706, 9925, 5654, 5881, 6469, 6368, 6886, 9071, 9071, 8795, 5035, 9516, 9684, 10140, 7443, 6682, 6366, 9105, 10568, 10568, 10604, 9644, 9644, 8443, 10131, 10123, 11112, 10503, 10503, 10302, 8367, 6774, 7223, 7283, 7531, 7127, 6730, 6290, 6418, 7782, 7782, 8806, 8074, 7947
10883, 12898, 17070, 8375, 13140, 12312, 8044, 9134, 11532, 11532, 8193, 8638, 8329, 16946, 20146, 5866, 6002, 5495, 5699, 5686, 5676, 6465, 8005, 8005, 8005, 7358, 11865, 6663, 6795, 6828, 6848, 13792, 6920, 6543, 8606, 9235, 9235, 9347, 7023, 7512, 8341, 4960, 7149, 7149, 8476, 6268, 7244, 7268, 7041
8616, 8933, 9347, 8634, 8448, 7924, 7118, 8377, 16565, 17617, 8185, 8961, 9836, 10671, 10304, 10304, 10087, 8439, 8037, 8666, 11172, 11172, 11172, 7117, 7063, 6979, 6979, 8228, 7403, 7440, 8761, 9996, 10651, 8364, 7542, 9053, 10504, 10179, 8873, 8106, 8005, 8245, 8963, 8873, 8643, 8922, 8922, 10026, 10013, 10013, 12518, 12135, 11575, 7905, 8273, 8449, 8903
