Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
1149, 0, 0.0597193, 69.7708, 8.59369
1135, 0, 0, 68.2917, 8.59369
1136, 0, 0.0609385, 68.375, 8.59369
1133, 0, 0, 68.1042, 8.59369
1139, 0, 0.0606244, 68.7292, 8.59369
1125, 0, 0.123877, 67.2708, 8.59369
1123, 0, 0.279677, 67.0417, 8.59369
1126, 0, 0.154799, 67.2917, 8.59369
1118, 0, 0.438322, 66.5417, 8.59369
1127, 0, 0.0617665, 67.4583, 8.59369
