Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
720, 0.625, 25.7796, 25.1701, 7.56244
680, 2.375, 22.6, 20.829, 7.57025
758, 0.0833333, 18.9383, 29.0719, 7.5722
