Low Priority WRET
8960, 10653, 12283, 12655, 12720, 13248, 12492, 12870, 12870, 11427, 11427, 11427, 11456, 11456, 8420, 12470, 17580, 13683, 14895, 10142, 14712, 17157, 18909, 11218, 11434, 15263, 13432, 13883, 14593, 14222, 13935, 14057, 14057, 13117, 12391, 12229, 7838, 8247, 16107
12935, 13521, 14186, 15649, 15651, 15088, 14814, 14701, 15052, 19173, 15439, 15442, 15560, 12569, 14444, 16827, 12742, 15621, 15704, 13044, 17661, 14891, 15516, 16394, 12925, 14192, 14947, 15985, 12803, 14615, 15683, 13519, 15272, 16186, 15647, 6440
10225, 18066, 12281, 12640, 13429, 13765, 14954, 14139, 14687, 15104, 16934, 14485, 11972, 12437, 15592, 16780, 16495, 10342, 14780, 15943, 15943, 11366, 16985, 16985, 17207, 17207, 17432, 13400, 13467, 9536, 13134, 13480, 13588, 13282, 12750, 12621, 10562, 12401, 12609, 13406, 13883, 14128, 13210, 12666, 23092, 12428, 12735, 13246, 13445, 22243, 19795, 23194, 6440
9740, 12236, 12236, 12289, 12290, 12674, 11148, 11117, 9206, 11109, 11309, 11484, 13259, 13259, 12602, 12601, 12262, 9183, 14739, 15178, 15773, 16560, 9541, 10203, 10731, 11809, 12878, 14132, 14483, 14647, 15727, 15313, 15099, 14765, 12509, 14802, 15953, 15953, 12984, 11955, 11962, 12566, 8830, 12759, 18798, 20191, 10337, 10777, 10827, 11900, 12114, 23971, 14252, 14866, 16959, 17362, 17437, 17036, 15114, 14299, 16004, 16396, 16619, 16721, 16998, 17601, 17088, 16051, 16051, 15666, 17101, 17189, 17345, 18353, 18527, 16478, 13442, 13669, 13669, 14954, 13927, 12877, 16567, 11648, 16351, 16466, 12868, 14007, 14953, 14953, 17560, 12633, 14286, 17891, 14492, 16168, 16245, 16309, 18144, 19480, 18760, 19015, 18134, 16732, 16784, 13437, 16140, 17292, 17916
7364, 15810, 16051, 16051, 10496, 12576, 12710, 12954, 13095, 13507, 13642, 13647, 14737, 14495, 14472, 14632, 13334, 13852, 10912, 15871, 8293, 11645, 11951, 12573, 12608, 12294, 12224, 9653, 10385, 13323, 11452, 12086, 12647, 12672, 12539, 13242, 13350, 9361, 11341, 13108, 13159
6963, 15125, 15238, 15715, 15746, 25124, 14569, 16378, 16381, 16381, 15708, 12424, 17496, 18601, 18601, 18601, 15699, 16524, 16689, 16689, 16910, 24731, 16128, 16805, 16805, 16805, 17783, 17514, 16900, 18235, 18362, 18225, 18358, 21731, 21724, 13252, 14785, 20027, 13173, 19884, 16899, 19929, 14410, 17732, 19387, 17395, 14218, 15716, 15716, 15716, 15238, 15577, 23434, 21934, 21934
11065, 11295, 10172, 11126, 11133, 11459, 11562, 11739, 13943, 12077, 12438, 12438, 12440, 8281, 9155, 12719, 12848, 11092, 10157, 10808, 12261, 12737, 18423, 7366, 12189, 12189, 12189, 12803, 11785, 12483, 11369, 11323, 9295, 11845, 11968, 14158, 14332, 14429, 13657, 8000, 12567
6613, 13869, 14443, 14601, 14822, 15015, 15367, 15128, 15142, 15142, 14596, 16220, 14528, 18365, 11458, 16903, 12085, 13063, 14488, 14535, 14891, 15939, 16659, 11594, 12270, 12363, 12735, 15580, 17173, 17519, 17704, 17704, 17510, 12223, 15494, 20385, 14256, 22262, 9858, 12254, 12669, 12937, 13719, 15181, 14889, 14675, 17496, 17337, 17337, 17337, 19856, 19813, 19813, 8146, 9936, 17013, 17013, 17013, 17013, 17510, 12944, 16590, 16328, 16182, 16193, 16190, 9055, 11349, 11843, 14817, 15187, 15174, 15111, 14840, 14428, 15397, 15450, 16150, 18574, 18574, 18068, 18206, 17862, 15034, 15076, 15106, 16894, 16319, 15368, 15699, 13497, 13557, 14847, 14847, 14870, 14870, 14870, 11412, 18252, 12307, 13569, 14685, 14685, 14141, 12786, 12151, 12786, 13229, 13513, 13493, 13471, 19905, 13211, 13413, 14178, 14649, 12385, 12043, 12665, 12693, 15487, 15154, 15172, 14915, 14989, 22910, 6032
