High Priority WRET
12331, 48407, 68359, 68359, 55691, 28608, 21879, 23544, 55619, 67035, 68577, 47913, 22804, 17519, 18108, 23036, 49895, 65818, 65818, 56884, 32041, 29751, 26898, 42965, 58635, 58635, 50681, 29589, 52568, 63758, 63758, 44885, 19796, 16396, 17402, 23427, 39978, 61467, 62474, 58368, 32604, 49136, 60165, 60165, 42777, 41758, 62520
9783, 55545, 68651, 68651, 46107, 26564, 15279, 20987, 54660, 66318, 68008, 48762, 20912, 18387, 18988, 22014, 48477, 63951, 63951, 55725, 33254, 26428, 29493, 33361, 54091, 54091, 50869, 27832, 49659, 56735, 56735, 42770, 20801, 18803, 19683, 20396, 39340, 59053, 59136, 57862, 32022, 47129, 54628, 54628, 39889, 38053, 53799
9459, 38073, 66545, 66545, 55527, 27818, 16890, 23744, 54073, 65418, 65679, 45140, 24078, 11334, 17648, 20499, 44128, 65371, 65371, 61035, 29971, 20122, 27100, 41147, 55491, 56417, 46638, 29860, 45826, 60692, 60692, 47004, 19564, 17626, 18940, 24632, 31704, 47295, 51385, 52247, 34562, 36793, 48208, 50075, 39343, 28401, 47312
