Low Priority WRET
10650, 11347, 11022, 11031, 10982, 10997, 11104, 10967, 11069, 10943, 11058, 11286, 11169, 11054, 10971, 11180, 11110, 11088, 11048, 11022, 11051, 10990, 11045, 11101, 11008, 10988, 11108, 10555
7201, 11676, 10990, 11133, 11253, 11380, 11338, 11145, 11038, 11107, 11174, 11077, 11093, 11068, 11113, 11185, 11145, 11129, 11097, 11195, 11089, 11075, 11052, 11244, 11195, 11162, 10989, 11040, 11137, 11109, 11177, 11169, 11160, 11157, 11095, 11156, 11080, 11124, 11040, 11274, 11404, 10880, 10897, 10844, 10918, 10939, 10901, 10889, 10864, 10971, 10782, 10967, 10976, 10773, 10962, 10759, 10866, 10982, 10852, 10849, 10831, 10854, 10904, 10893, 10892, 10858, 5925
13289, 13593, 6900, 6955, 7776, 6484, 6521, 6671, 6663, 6775, 6686, 6721, 6759, 6776, 6560, 6540, 6571, 6683, 6706, 6703, 6694, 6647, 6680, 6646, 6654, 6658, 6617, 6628, 6674, 6638, 6747, 6694, 6679, 6614, 11203, 11944, 12049, 11040, 11086, 11079, 11046, 11198, 11060, 11138, 10983, 10965, 11152, 11050, 11024, 10920, 11062, 10959, 11074, 11043, 11093, 11061, 11043, 11035, 10991, 10995, 11028, 11136, 11136
12260, 11746, 11605, 10808, 10875, 10673, 10772, 10753, 10788, 10759, 10964, 10738, 10738, 10840, 10694, 10903, 10845, 10754, 10798, 10816, 10816, 10857, 10781, 10806, 10848, 10624, 10916, 10835, 12268, 
