Low Priority WRET
14281, 22738, 9124, 18373, 19069, 19668, 21035, 21344, 21668, 23303, 17993, 20969, 21048, 20197, 22829, 26229, 25914, 18494, 15717, 18539, 16342, 18784, 12713
15665, 16735, 20348, 7656, 12189, 18418, 20495, 20947, 17271, 17680, 18835, 19836, 21816, 17378, 19242, 16809, 21666, 21713, 17473, 17499, 18104, 18129, 15444, 17456, 19327, 19799, 16131, 18351, 16965
