Low Priority Execution Time
21173, 18299, 19052, 20172, 20876, 18416, 17884, 18790, 22056, 17947, 17289, 17560, 17406, 20622, 24552, 21102, 19690, 18515, 19261, 23325, 20190, 18241, 23494, 16851, 16602, 18791, 17655, 19329, 22510
11944, 21236, 17251, 16117, 17825, 15746, 19679, 20038, 14977, 18031, 16010, 17941, 24081, 15965, 
