Low Priority WRET
21173, 22772, 20517, 21712, 22899, 23565, 22650, 19228, 23253, 24847, 17289, 19250, 20846, 22484, 27078, 29020, 19690, 20805, 22025, 25150, 25724, 21066, 23888, 16851, 18792, 21261, 21368, 19329, 22905
11944, 21236, 21884, 22073, 17825, 18595, 19679, 21414, 21677, 18514, 16010, 19331, 24081, 24788, 
