Low Priority WRET
3797, 9641, 17033, 17033, 16748, 9479, 8058, 15348, 18013, 18013, 13462, 8146, 5473, 7311, 8048, 8048, 8160, 11716, 11716, 11523, 6466, 5974, 8047, 8664, 8664, 8148, 7264, 5864, 11126, 11244, 11244, 6627, 5431, 6961, 7536, 7536, 7284, 5835, 11329, 11329, 11329, 6524, 5816, 8959, 9158, 9158, 6954, 6263, 11207, 11255, 11255, 7031, 6163, 16327, 16327, 16327, 8068, 16074, 16873
4647, 11231, 11509, 11509, 8603, 6760, 6760, 7464, 7464, 7464, 6314, 6314, 5546, 5100, 5020, 4724, 4830, 5855, 5855, 5860, 5322, 5103, 5339, 5577, 5905, 5885, 5885, 5474, 5460, 5507, 5682, 5658, 5725, 5280, 5254, 5664, 5496, 5792, 5671, 5671, 5134, 5022, 5890, 5890, 5890, 5352, 5173, 5351, 5397, 5459, 5593, 5562, 5580, 5329, 9873, 9873, 9873, 7956, 8091, 8092
8080, 10327, 11460, 12721, 15686, 11864, 15179, 15179, 15403, 9214, 10181, 10757, 11265, 11297, 11297, 10705, 9611, 10201, 11089, 12181, 11977, 11787, 10647, 10442, 10607, 11474, 10700, 12291, 11431, 12038, 10695, 10568, 13875, 13616, 13616, 10916, 10665, 13792, 13318, 13242, 10612, 10304, 13671, 9834
6018, 10521, 10521, 14543, 12444, 6932, 6932, 9622, 10310, 11539, 11179, 9893, 8530, 8270, 9402, 9791, 9778, 9778, 10709, 8348, 8348, 7714, 11056, 11056, 10659, 8859, 7513, 5949, 8195, 8211, 8211, 7616, 7210, 8802, 8937, 8937, 7591, 7883, 8532, 8483, 8246, 7752, 10013, 10013, 9778, 7260, 10292, 3841, 8021, 19711, 19711, 7230, 7230, 14548, 14548, 14548, 7523, 7115, 7115, 4892, 4892, 4892, 4430, 5855, 5991, 5991, 5028, 4511, 4755, 5912, 5912, 5912, 4567, 4364, 5012, 5012, 5012, 4173, 4218, 4807, 4807, 4814, 4251, 4557, 4736, 4736, 4672, 4353, 4538, 4791, 4800, 4858, 4619, 4575, 5226, 5226, 5201, 4233, 4249, 7206, 10549, 10549, 9295, 18874, 18874, 18874
