Low Priority WRET
22895, 23027, 19041, 19278, 19680, 18224, 18478, 18505, 18795, 18860
22520, 20903, 21824, 22134, 22205, 22173, 22153, 22085, 22064, 22013, 22021, 21993, 22064, 22019, 22024, 22192, 22213, 22217, 22167, 22135, 22106, 22111, 22190, 22171, 22039, 21989, 21910, 22049, 21938, 21954, 21891, 21890, 22002, 21988, 22145, 22156, 22128, 21336, 22143
19430, 20775, 21849, 19843, 20515, 22747, 21796, 21785, 20548, 20008, 21541, 22205, 22868, 22697, 22703, 22309, 22264, 22493, 22534, 22540, 22551, 22547, 22569, 22508, 22694, 22616, 22788, 22663, 22702, 22589, 22713, 22637, 22630, 22474, 22258, 22290, 22330, 22259, 22280, 22362, 22440, 22425, 22517, 22656, 22714, 22701, 22634, 21747, 20881, 22444, 22812
20451, 21174, 21896, 21703, 21703, 20756, 22285, 22637, 22920, 22834, 22636, 22539, 22470, 22601, 22591, 22612, 22558, 22576, 22638, 22698, 22731, 22769, 22765, 22789, 22644, 22636, 22675, 22771, 22704, 22796, 22636, 22614, 22473, 22632, 22701, 22551, 22453, 22590, 22612, 22552, 22708, 22743, 22685, 21700, 20703, 22262, 22660
21452, 21903, 20490, 21722, 18271, 18166, 18211, 18466, 18279, 18486, 18533, 18521, 19061, 19015, 18874, 18464, 18335, 18365, 18397, 18497, 18448, 18401, 18501, 18559, 18654, 18680, 18691, 18667, 18664, 18636, 18627, 18513, 18497, 18390, 18467, 18366, 18395, 18430, 18490, 18488, 18529, 18631, 18655, 18718, 18639, 18760, 18357, 18769, 18936, 19037
