Low Priority WRET
11898, 12610, 10437, 14273, 11128, 12171, 11418, 13817, 18457, 11812, 12795, 9499, 12989, 13489, 11106, 13108, 13156, 13158, 11716, 13572, 13631, 13652, 12490, 15599, 14563, 11608, 12706, 12121, 11803, 15049, 14224, 14508, 10752, 11383, 11681, 10932, 11388, 11357, 12174, 12934, 11477, 11627, 11744, 11823, 12543, 15085, 8815, 12151, 12337, 10176, 12991, 13799, 13812, 12190, 10888, 14440, 12738, 13022, 13085, 12549, 12286, 12147, 11317, 11869, 12269, 9062, 10459, 12117, 11639
12993, 11108, 11452, 10376, 11866, 13176, 18862, 12444, 9670, 11035, 11612, 11459, 11670, 10976, 15188, 11689, 11242, 10829, 11263, 10583, 12619, 13004, 9371, 10954, 13788, 13044, 12118, 10029, 12235, 11907, 10571, 12488, 13047, 12649, 13293, 12143, 12400, 12516
18118, 13087, 20657, 
