Low Priority WRET
9951, 12790, 10164, 10404, 9143, 9655, 9631, 9396, 8769, 8985, 9713, 8227, 9252, 10189, 9442, 9559, 10108, 7905, 8467, 8467, 8294, 7962, 8092, 7775, 7991, 8546, 8704, 7567, 7084, 7760
7058, 9411, 9955, 10051, 10055, 10508, 8763, 9070, 10522, 10295, 10295, 10295, 10490, 9143, 9038, 9421, 10316, 9971, 9970, 10413, 10423, 10020, 9873, 10236, 10726, 10397, 9894, 8236, 8224, 8139, 9085, 8945, 9397, 9497, 10028, 10042, 8390, 8340, 9040, 9122, 9515, 9915, 9728, 10822, 10818, 11709, 11820, 10354, 10060, 10022, 9386, 9363, 10735, 10859, 11021, 11958, 11388, 11370, 11596, 10930, 10930, 8750, 9501, 9501, 9570, 11135, 9262, 10811, 5526
8008, 11930, 8440, 6832, 7730, 7954, 8230, 7601, 8039, 7764, 8030, 8903, 9071, 9571, 8112, 8750, 79093, 
