Low Priority WRET
14549, 15258, 13274, 22794, 14393, 11709, 14366, 14965, 13928, 14161, 14500, 14097, 13200, 13720, 14144, 14173, 14598, 14133, 13649, 14281, 13791, 14196, 10191, 13464, 13693, 12850, 13211, 14024, 13831, 13445, 14035, 13188, 14046, 13768, 13880, 13198, 13582, 10386, 15573, 14624, 14690, 14109, 14555, 14356, 14303, 14637, 14499, 11740, 13969, 13967, 14015, 14328, 13407, 13758, 13996, 14308, 13310, 15715, 14561, 13829, 13123, 13453, 13777, 13667, 13645, 13316, 13236, 13276, 13346, 13700, 13695, 12894, 13700, 13841, 13916, 13619, 13782, 12514, 13231, 13546, 13563, 13553, 13515, 13662, 13610, 13498, 13508, 13822, 13835, 13259, 13123, 13570, 13753, 13523, 13464, 13518, 12987, 14152, 13242, 13596, 13723, 13528, 13369, 13239, 13389, 13479, 13486, 13312, 13228, 13529, 13531, 13580, 13480, 13488, 13527, 13660, 13618, 13591, 13425, 13787, 13814, 13904, 13435, 13562, 13621, 13369, 13553, 13560, 13591, 13541, 13616, 13780, 14037, 13433, 13633, 13806, 13700, 13595, 13803, 13846, 14217, 13443, 13714, 13202
16227, 12894, 12172, 12576, 13035, 13328, 13079, 13235, 13210, 13246, 12716, 13388, 13443, 13812, 12997, 13379, 12960, 13444, 13368, 12990, 13002, 12831, 12939, 12304, 13887, 
