Low Priority WRET
7527, 8573, 24394, 25835, 25835, 15228, 7669, 17992, 18748, 18748, 11616, 8349, 17509, 20601, 20601, 16327, 8814, 19195, 19877, 19859, 15082, 8912, 18487, 22763, 22716, 16517, 8600, 17355, 21501, 21501, 17048, 14155, 20728, 21235, 19539, 11046, 17326, 20383, 20383, 15083, 13295, 21073, 21073, 19552, 7734, 17210, 18699, 18699
29307, 32688, 5663, 8398, 23814, 24990, 24990, 15779, 7870, 17210, 18123, 18123, 10633, 9802, 18101, 22617, 22617, 19370, 10633, 20050, 20295, 19535, 13993, 10590, 17971, 22880, 22704, 19307, 10716, 19916, 23234, 22729, 16880, 13261, 21625, 21973, 20781, 10893, 17728, 22363, 22363, 17740, 14554, 22906, 22906, 20377, 8589, 17871, 21243, 21243
29186, 29148, 11712, 26009, 25713, 23911, 23911, 14758, 24733, 22882, 22882, 24579, 21492, 16834, 22349, 22678, 22785, 16796, 25544, 23664, 23076, 18796, 24538, 18965, 23110, 17663, 25581, 17990, 23657, 17952, 21331, 17891, 17407, 20533, 19990, 18107, 22221, 17169, 22922, 20106, 16297, 17307, 26986, 29800, 23615, 28178, 15802, 24659, 29356, 16078, 24443, 29325, 16779, 23553, 26972, 26538, 23784, 21824, 24849, 25999, 26402, 22273, 25270, 29524, 21385, 28108, 14054, 23892, 25985, 26938, 23848
19566, 20554, 26826, 23583, 10642, 17810, 21686, 18060, 12656, 17171, 21754, 18739, 10259, 16078, 21662, 19101, 10157, 16174, 21061, 17492, 10301, 16595, 18417, 19881, 16981, 15569, 24893, 27872, 27936, 20313, 16819, 20609, 17522, 12347, 19367, 21107, 20801, 16415, 15434, 18848, 19992, 18786
9820, 10637, 23928, 23928, 9484, 12016, 19495, 20271, 20070, 11622, 11731, 17697, 19746, 19642, 15926, 11436, 18663, 18392, 8914, 11784, 19821, 21060, 21060, 16342, 13032, 18798, 17760, 9402, 16508, 21630, 21630, 18735, 12221, 19304, 19098, 9046, 15355, 21183, 21183, 19700, 11802, 22134, 22034
11940, 27672, 12670, 21315, 24054, 12079, 20310, 25296, 12642, 18533, 23240, 12192, 21206, 23615, 16806, 24771, 19354, 22779, 16867, 25850, 19962, 23863, 
