Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
677, 4.79366, 22.2898, 20.6097, 8.65228
672, 5.16667, 22.1992, 20.0833, 8.65228
643, 10.401, 27.5152, 17.2956, 8.65228
769, 2.04167, 18.8235, 30.1167, 8.65228
