Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
1155, 0, 16.277, 71.1518, 8.59369
1128, 0, 16.6204, 68.8974, 8.59369
1126, 0, 0.154607, 67.375, 8.59369
1144, 0, 16.3806, 69.7396, 8.59369
1141, 0, 0.453583, 68.8958, 8.59369
1158, 0, 16.6667, 71.0841, 8.59369
