Low Priority WRET
26544, 28880, 8489, 18169, 9391, 14306, 20171, 8969, 18148, 14251, 16670, 11856, 17374, 8060, 18897, 8790, 19065, 12894, 6825, 10556, 18143, 9574, 19432, 13506, 7089, 9670, 21370, 10127, 17191, 11184, 19302, 8084, 19537, 10232, 21330, 8869, 16059, 11373, 7508, 10991, 18406, 8930, 20099, 6722
