Low Priority WRET
7045, 27186, 18046, 24382, 19895, 21943, 23197, 13898, 21302, 15403, 21045, 14270, 19665, 22466, 20985, 22615, 13385, 19243, 21260, 18905, 21636, 13341, 18953, 23221, 16324, 23396, 15255, 19465, 22443, 20805, 20133, 25046, 20266, 24562, 14806, 21984, 13784, 17903, 22304, 17945, 23788, 18496, 22208, 22956, 14761, 20580, 23134, 22266, 21459, 15609, 22449, 14270, 19989, 22542, 19961, 21803, 19078, 24382, 5204
9168, 115663, 8687, 9032, 26140, 10549, 10961, 12839, 12960, 12744, 11872, 12315, 12501, 12501, 10467, 12576, 13327, 13764, 12045, 12654, 13153, 13153, 12220, 12828, 13696, 13565, 12564, 12986, 12622, 12594, 11837, 13986, 14362, 14011, 12887, 13236, 13372, 12941, 11599, 13155, 13985, 13218, 11976, 12388, 12558, 12411, 10689, 12578, 13798, 13831, 12346, 16019, 16660, 16660, 13658, 11801, 12612, 12051, 11892, 13317, 13897, 13776, 12423, 13585, 13875, 13315, 11831, 13705, 15131, 15131, 13184, 12384, 13327, 13577, 11279, 11615, 12595, 12553, 11983, 16650, 16818, 16818, 12143, 12426, 13279, 13143, 11043, 12373, 13871, 14554, 13328, 13157, 13324, 13104, 11193, 12403, 13596, 13668, 12375, 14969, 15400, 15607, 12927, 15397, 15386, 15386, 11762, 12155, 12795, 13205, 11501, 13172, 14456, 14598, 12324, 12236
