Low Priority WRET
10187, 25564, 35291, 13471, 17411, 19106, 20819, 20413, 19687, 18834, 19403, 18941, 19488, 19991, 19576, 19449, 18627, 19644, 18144, 19644, 20629, 22790, 21026, 20958, 21766, 21304, 21386, 19742, 20827, 20006, 18188, 19104, 18651, 18602, 18557, 20617, 21100, 20465, 18934, 19997, 20442, 20817, 21845, 22095, 25467, 24163
8536, 13657, 14369, 12792, 13271, 12585, 14955, 14618, 14944, 15034, 14707, 14379, 14374, 13423, 13857, 13487, 13854, 13659, 13215, 12363, 14279, 14039, 14072, 13718, 13360, 13804, 13172, 13522, 14181, 13737, 13954, 13817, 13149, 13383, 13124, 13042, 12491, 13573, 13799, 16068, 16392, 17070
5607, 5702, 23304, 28749, 30136, 24259, 18368, 21566, 24301, 25297, 23447, 22694, 23542, 21374, 21809, 21753, 22325, 20560, 19921, 18944, 20860, 21001, 20680, 21323, 20871, 21092, 22692, 22029, 22135, 21215, 19092, 18546, 18050, 17550, 19813, 23109, 22578, 20806, 18050, 19940, 20052, 20241, 21101, 25142, 24067, 24276, 20900, 25273
14080, 23466, 33643, 14200, 16197, 17185, 17368, 17974, 18363, 18659, 17285, 17778, 16988, 17746, 17748, 19796, 19122, 18821, 19462, 19324, 19908, 18499, 19338, 19138, 17583, 18936, 18614, 18826, 18386, 17632, 17592, 18251, 18305, 18450, 17214, 17377, 18333, 18802, 19259, 19161, 19867, 19023, 18333, 17836, 18552
12233, 26444, 23986, 4826, 6714, 10900, 13483, 14476, 14950, 14053, 14000, 14001, 14561, 15333, 14624, 15867, 16798, 16053, 15923, 15811, 15057, 15667, 16610, 15674, 18171, 16130, 17796, 17099, 16889, 14969, 15483, 15730, 16171, 15956, 16687, 17528, 16973, 17266, 15048, 16182, 15937, 17378, 17179, 17671, 16326, 17035
21121, 32304, 16163, 17383, 17915, 16371, 15977, 17901, 17478, 17256, 15657, 15373, 15730, 14989, 14289, 14326, 15974, 16247, 17076, 17729, 17165, 17096, 15136, 16878, 18049, 18191, 17188, 15526, 16653, 17015, 17609, 16452, 15816, 15149, 16201, 16861, 16528, 14983, 17149, 16871, 17600, 16162, 16947
10107, 15967, 28562, 36778, 10479, 20812, 32893, 20957, 36241, 
