High Priority Execution Time
18226, 15454, 15784, 16920, 14503, 14874, 15148, 15107, 14850, 14971
16151, 15854, 15576, 15804, 14432, 15338, 15322, 15171, 15541, 15715
13829, 17901, 19679, 18357, 19416, 18549, 17386, 19050, 17515, 16746
16650, 17507, 17281, 17427, 15864, 15954, 15197, 14931, 15089, 14023
7866, 7660, 17625, 16214, 16050, 16285, 15573, 15470, 15191, 15599
8182, 10861, 17902, 15667, 16830, 17833, 17734, 15875, 15867, 16286
12471, 19223, 19989, 18294, 18705, 17472, 16791, 17165, 21454, 20207
17764, 15482, 17384, 15810, 15479, 14843, 13895, 14479, 15354, 15389
8383, 13816, 17057, 15931, 15533, 15634, 15574, 15731, 15774, 16132
12145, 16093, 17071, 15944, 16290, 16152, 16203, 15867, 16044, 16317
11764, 14646, 16424, 15393, 15484, 15719, 15829, 17400, 21854, 20707
19181, 15491, 17410, 16754, 14760, 14525, 14216, 14556, 14693, 14231
