Low Priority WRET
16761, 20239, 17267, 18788, 18824, 18513, 18731, 19057, 18505, 18202, 18261, 18041, 18071, 18792, 18937, 18817, 18827, 18043, 18588, 17742, 18601, 18522, 17784, 18185, 18455, 18939, 15479, 16326, 17068, 18339, 18676, 18226, 17213, 17625, 17980, 16229, 18403, 19089, 19032, 18748, 18422, 18151, 18338, 18876, 18682, 18812, 18328, 17893, 17910, 18189, 21795, 19321, 21164, 17640, 15898, 17670, 18961, 18519, 18198, 8091, 11757, 12081, 12081, 10453, 10593, 11360, 11442, 11338, 10971, 10816, 10821, 11256, 11421, 11425, 10912, 10950, 11149, 11287, 11213, 10857, 10765, 10665, 10869, 10956, 11097, 11011, 11048, 11006, 10773, 10927, 10940, 10909, 10850, 10846, 10865, 10526, 10802, 10744, 10778, 10817, 11150, 11066, 11136, 10859, 10822, 10804, 10680, 10595, 10945, 11102, 11066, 10376, 10182, 10522, 10485, 10867, 10850, 10850, 10487, 10610, 10959, 10946, 10748, 10602, 10887, 10891, 10617, 10556, 10753, 10804, 10408, 10504, 10475, 10648, 10650, 10586, 10590, 10497, 10814, 10971, 10727, 10605, 10335, 10716, 10502, 10726, 10638, 10723, 10753, 10503, 10761, 10731, 11102, 10918, 10689, 10546, 10641, 10645, 10685
11401, 11781, 11856, 11376, 11223, 10872, 16376, 16467, 17289, 15100, 16935, 17269, 16055, 16743, 15343, 15664, 16486, 16738, 15629, 16131, 16881, 17218, 17367, 16783, 14882, 15963, 16507, 15398, 16733, 17025, 17346, 15814, 16657, 16393, 8828, 19232, 19307, 19310, 15476, 16607, 15662, 16562, 16926, 17752, 16913, 17247, 17443, 17028, 17423, 17937, 16947, 17133, 15640, 17246, 14781, 15321, 15953, 16395, 16420, 16293, 16630, 17009, 14858, 16204, 16791, 16101, 16835, 16997, 15958, 17172, 16940, 8190, 11956, 11956, 11972, 8695, 14655, 15712, 15834, 15858, 15278, 15694, 15836, 16718, 15589, 15773, 15802, 15980, 16064, 16222, 15956, 15764, 15729, 16102, 16283, 16191, 15937, 15332, 15486, 15545, 15867, 15673, 15820, 16101, 15671, 15912, 16057, 23993, 24742, 16092, 18905, 19302, 17851, 17927, 18641, 18527, 18702, 18369, 18893, 19148, 19094, 18765, 18357, 18246, 18236, 18487, 18075, 17940, 18164, 18315, 18581, 18594, 18491, 18701, 18709, 18772, 18717, 18611, 18832, 18435, 18388, 18626, 18994, 18797, 18731, 18739, 18851, 19222, 17452, 18719, 18722, 18991, 18439, 18351, 15372, 15574, 18442, 18796, 18926, 19184, 18582, 18560, 18812, 19095, 18858, 18552, 18152, 17837, 18197, 18499, 18498, 17999, 18190, 18072, 18272, 18551, 18133, 16985, 17552, 18081, 18632, 18600, 18467, 18254, 18412, 18501, 18578, 18555, 18449, 18605, 18769
10064, 24187, 17640, 19322, 19632, 19613, 17810, 17579, 18989, 19075, 16825, 17472, 17042, 18010, 17712, 18693, 18711, 16920, 17538, 17390, 17900, 11649, 18033, 18480, 17106, 17735, 18332, 18773, 17660, 16680, 17475, 16668
18208, 15355, 17682, 17799, 16945, 17376, 15252, 16017, 16714, 15047, 16201, 18139, 16339, 17046, 17046, 17093, 16299, 15162, 16227, 16385, 18193, 14987, 16268, 16427, 16465, 17098, 17187, 16874, 15205, 15467, 16618, 16644, 17087, 18560, 19101, 17940, 17965, 10801, 14700, 17079, 17229, 17502, 18107, 17961, 18258, 18258, 17345, 16763, 17433, 17919, 18345, 18081, 18138, 18365, 18066, 18325, 17978, 18209, 18733, 18750, 18343, 17641, 17989, 18261, 18618, 18252, 18019, 17277, 17730, 17999, 17963, 17983, 17840, 16925, 17841, 18021, 18127, 17393, 17922, 18158, 18241, 18566, 17547, 19118, 18992, 16650, 17056, 16830, 16583, 16946, 17261, 17132, 16910, 17077, 17272, 17308, 17065, 17041, 16777, 16767, 17127, 16770, 17603, 17753
