Low Priority WRET
11575, 12017, 12353, 8877, 7772, 8021, 7300, 8080, 8564, 8989, 7940, 10463, 10088, 7465, 8545, 8257, 7236, 7788, 8329, 8638, 9678, 9189, 8227, 9599, 9234, 8693, 7420, 8868, 8734, 8331, 9136, 8885, 8894, 8393, 9127, 9873, 9721, 8883, 7977, 8198, 8983, 8537, 9840, 10094, 9421, 9502, 9113, 10257, 9603, 10208, 10286, 9157, 9101, 8989, 9567, 10218, 9630, 8975, 8972, 8797, 9781, 9177, 8503, 8993, 8445, 7028, 8220, 8778, 9074, 8850, 9381, 8757, 8231, 9397, 8901, 8258, 8178, 8611, 7980, 9307, 9877, 10350, 9492
11543, 12825, 8968, 8342, 9320, 9510, 8761, 9175, 9421, 8598, 9204, 10532, 7839, 8953, 8571, 9022, 10356, 8734, 8891, 8940, 10906, 8922, 9604, 8631, 10312, 9682, 9373, 10417, 9261, 9167, 8207, 8315, 9465, 10615, 11397, 9235, 8769, 9968, 9334, 5487
8889, 11325, 10036, 9336, 10571, 8601, 9508, 11569, 7516, 8340, 9150, 9246, 8894, 9923, 9323, 8321, 9707, 9427, 8495, 9153, 9914, 9920, 9464, 8599, 8049, 9363, 10374, 9125, 10499, 11103, 8857, 10423, 10721, 10717, 9461, 9781, 10043, 8930, 8585, 8795, 8271, 10256, 10006, 7584, 8210, 8594, 8125, 7894, 8850, 8296, 7576, 7515, 8854, 8465, 9070, 9775, 8563, 8671, 10172, 8891, 9390, 11381, 10742, 7356, 8966, 10484, 11450, 7283, 9917, 8025, 8271
