Low Priority WRET
13268, 16544, 18042, 18306, 20926, 21258, 21198, 20554, 19319, 20705, 21431, 20018, 18673, 19068, 19775, 21765, 21376, 19241, 17564, 17596, 18821, 18659, 17798, 18184, 19385, 19307, 17888, 19354, 18842, 18093, 16806, 20533, 21640, 21858, 19149, 19530, 20306, 21132, 20227, 20351, 19125, 19919, 20081, 21421, 19863, 21736, 21383, 22886, 22562, 21966, 21311, 25009, 25213, 23717, 24781, 24674, 24636, 22424, 23112, 23248, 25164, 23230, 25763, 26082, 24210, 24738, 24821, 25516, 24838, 25974, 25194, 25944, 25571, 23661, 25431, 25098, 25388, 26062, 26336, 24625, 25112, 24571, 23917, 26191, 25957, 25789, 24305, 24032, 23124, 23265, 23406, 24041, 23701, 23935, 20947, 23050, 27910, 28197, 26879, 22968, 23160, 25355, 25600, 24598, 25449, 25313, 25409, 20649, 23231, 24835, 24714, 24898, 25094, 25190, 26669, 27083, 26900, 22846, 23708, 27206
7395, 9148, 11136, 11516, 11528, 11399, 12003, 12041, 11931, 12177, 12978, 13022, 12182, 10985, 12587, 14629, 14561, 12154, 12100, 12670, 12727, 12392, 11998, 12889, 12878, 11874, 10264, 12629, 13165, 13208, 11057, 12591, 14568, 14576, 12523, 12859, 12843, 12656, 11902, 12190, 12074, 12830, 12945, 12960, 10768, 12875, 13941, 14053, 13008, 10873, 13343, 13731, 13735, 11834, 13976, 14033, 13974, 12105, 13008, 12822, 12855, 11730, 13623, 13623, 13433, 13322, 13338, 13303, 11925, 13170, 13056, 13601, 12922, 13565, 13182, 13409, 13384, 13469, 12844, 14018, 13364, 13367, 12306, 13660, 13889, 14054, 13910, 13677, 13178, 13236, 13238, 13658, 13783, 13815, 12406, 12014, 12883, 13179, 13439, 12599, 14190, 14354, 14266, 12041, 13249, 13157, 13684, 13354, 13194, 13882, 13832, 15665, 13916, 16849, 14733, 15219, 13996, 13878, 12835
17761, 22458, 13487
17998, 14963, 18081, 18887, 17874, 17857, 18992, 16538, 20232, 16177, 18803, 21241, 16251, 18696, 15856, 19481, 16640, 19553, 18389, 18376, 17522, 18252, 21349, 16874, 20271, 17037, 20377
15915, 17988, 16278, 17062, 17748, 17004, 18340, 19458, 17276, 18190, 15673, 17364, 16169, 17653, 13320, 18231, 13290, 18073, 13904, 17640, 14496, 14775, 16320, 19832, 15710, 19176, 17094, 17694, 15557, 19122, 13923, 17315, 18688, 15549, 17386, 17505, 14339, 17409, 17592, 18627, 17905, 17438, 17070, 17470, 17495, 16609, 17240, 18334, 16519, 17362, 14327, 16016, 16233, 15136, 16894, 13649, 17849, 18007, 16894, 17696, 17735, 17930, 13840, 17201
20409, 12335, 14168, 14345, 14160, 13237, 14080, 14380, 14097, 13152, 12051, 13904, 14249, 14324, 13571, 13634, 14227, 14362, 14060, 13220, 14077, 14075, 13563, 12381, 13423, 13233, 13290, 12297, 16604, 16660, 16666, 13488, 13472, 13466, 13548, 13922, 13902, 13705, 13593, 13669, 11923, 12741, 13287, 13103, 12931, 11862, 12828, 12946, 13060, 12906, 13802, 13824, 13774, 12534, 12713, 13172, 12963, 12770, 13336, 13509, 13603, 13402, 13204, 13260, 12114, 13414, 13200, 13418, 12889, 13120, 13106, 13819, 13394, 13734, 12581, 12862, 12450, 12658, 11912, 13505, 13114, 13983, 13780, 13990, 13406, 13317, 13030, 13407, 13565, 13577, 12082, 12087, 13427, 13541, 13701, 12724, 13187, 13861, 13556, 12890, 13379, 13617, 13821, 12872, 12793, 13472, 13414, 14166, 13526, 14177, 13557, 14517, 14312, 14420, 12496, 13175
12408, 19953, 17204, 19417, 14260, 15927, 16929, 15330, 18183, 19512, 17103, 19698, 17440, 18146, 16312, 18427, 17183, 19239, 16482, 18376, 18861, 17224, 17681, 16795, 18346, 19345, 17234, 19142, 17057, 17940, 19110, 18252, 17273, 15569, 18101, 17525, 17773, 18285, 18511, 20114, 19424, 18177, 20989, 21381, 16231, 19268, 20215, 17690, 18080, 19926, 19623, 19572, 16338, 18209, 16500, 18147, 16633, 17966, 18790, 18472, 16943, 17332, 17168, 17321, 17733, 19145, 20095, 16021
22378, 14620, 21244, 16659, 22186, 15021, 15094, 10693, 12594, 13246, 13247, 12680, 9535, 9814, 14937, 9644, 17763, 18349, 10422, 15020, 15812, 15423, 13101, 14572, 15938, 16035, 14994, 15550, 15540, 15655, 16082, 16287, 14908, 14470, 16289, 16268, 12902, 14066, 16398, 16389, 14732, 12943, 14813, 15507, 15440, 13231, 14708, 15010, 15037, 14124, 16373, 14763, 15207, 15133, 16931, 16214, 14549, 14788, 10903, 14772, 9320, 14082, 14105, 14269, 16774, 13036, 15152, 15152, 15048, 14560, 15341, 15272, 14845, 14662, 14921, 13057, 13190, 14261, 14337, 15253, 16352, 16236, 13987, 14448, 16127, 16810, 15780, 15495, 14513, 14223, 15661, 15457, 17322, 16120, 17142, 16243, 15628, 17203
