Low Priority WRET
9176, 24103, 15417, 18193, 19764, 22480, 16598, 19805, 10795, 22579, 18062, 24677, 15653, 20083, 23803, 17761, 20647, 15328, 21489, 15661, 18352, 20035, 25506, 15829, 18528, 20835, 23164, 17063, 20143, 21583, 20642, 16110, 18683, 20042, 20945, 10477, 18688, 20719, 20976
6427, 24360, 8758, 13613, 21914, 22536, 19467, 8107, 8954, 11802, 13505, 21870, 9022, 10497, 12543, 13966, 21356, 9238, 17230, 11740, 22915, 26285, 7769, 30846, 
